Total_Scope12_tonnes,Total_Scope3_tonnes,Total_Emissions_tonnes,Base_Food_Consumption_tonnes,Food_Waste_tonnes,Retail_Distribution_tonnes,Total_Land_m2,Total_Water_L
1750000.0000000002,2736825.7496702177,4486825.749670218,1537785.588752197,169156.41476274168,38444.63971880493,3300536763.2140255,88077377647.26193
