Diet,Category,Emissions_share_pct,Protein_share_pct
Amsterdam Goal (70:30),Plant Protein,11.180639743423873,18.89699085960768
Amsterdam Goal (70:30),Staples,22.85752637917005,54.25824175824175
Amsterdam Goal (70:30),Rice,3.730727001361245,3.915477046318167
Amsterdam Goal (70:30),Veg & Fruit,19.14450324781797,6.9323200164321666
Amsterdam Goal (70:30),Ultra-Processed,7.360002943485624,2.668943206326384
Amsterdam Goal (70:30),Soups,2.44537455840807,0.0
Amsterdam Goal (70:30),Beverages & Additions,0.5990074588795248,0.8986340762041698
Amsterdam Goal (70:30),Fats (Butter),0.7141423700862314,0.0
Amsterdam Goal (70:30),Oils (Plant-based),2.8107753544920353,0.5135051864023827
Amsterdam Goal (70:30),Condiments,0.5927612914250981,1.1322789360172538
