diet,co2_pct,land_pct,water_pct
Metropolitan,38.8662495270029,37.606838640926135,23.52691183207096
Monitor 2024,33.33333333333333,33.33333333333333,33.33333333333333
Schijf van Vijf (50-50),30.692638250037273,32.00083457663325,37.30652717332947
Mediterranean Diet,28.085002648604064,31.13450308452444,40.78049426687151
Dutch Goal,27.73661241501662,31.188160943733696,41.07522664124968
EAT-Lancet,24.257090155409006,29.02176873407904,46.72114111051195
Amsterdam Goal,25.094378820564124,30.439223794483567,44.4663973849523
