diet,co2_change_pct,land_change_pct,water_change_pct
Metropolitan,34.88305280571208,29.888855325963092,-16.665026885321804
Metabolic Balance,-3.1050728004512353,-2.6146661246318823,-16.292580483187297
Amsterdam Theoretical,-3.530338736198862,-4.905030417314723,-18.51733324678176
Schijf van Vijf (50-50),-8.990481166530975,-5.1702730013466205,11.484081568575672
Mediterranean Diet,-16.909699709004478,-7.913450496414424,20.22388338745788
Dutch Goal,-20.177291879836936,-10.2441411890482,18.209670961076334
EAT-Lancet,-30.88463648841718,-17.30870920815355,33.121847296631884
Amsterdam Goal,-31.37042936672183,-16.75303563546388,21.60929672573568
