Diet,Category,Scope12_kton
Monitor 2024 (Current),Red Meat,597.4199991928051
Monitor 2024 (Current),Poultry,59.59576203162624
Monitor 2024 (Current),Dairy (Milk & Milkproducts),187.31885565411474
Monitor 2024 (Current),Cheese & Eggs,91.33961112971707
Monitor 2024 (Current),Fish,41.270766152202334
Monitor 2024 (Current),Plant Protein,45.25434508343802
Monitor 2024 (Current),Staples,233.59020410644163
Monitor 2024 (Current),Rice,71.69069383095189
Monitor 2024 (Current),Veg & Fruit,154.10482948636977
Monitor 2024 (Current),Ultra-Processed,164.21936873773322
Monitor 2024 (Current),Soups,19.579584031126938
Monitor 2024 (Current),Beverages & Additions,10.840037902290584
Monitor 2024 (Current),Fats (Butter),21.935055516698583
Monitor 2024 (Current),Oils (Plant-based),42.197379377428746
Monitor 2024 (Current),Condiments,9.643507767055048
Amsterdam Theoretical,Red Meat,599.4256434155593
Amsterdam Theoretical,Poultry,38.438828332716085
Amsterdam Theoretical,Dairy (Milk & Milkproducts),229.47818672654236
Amsterdam Theoretical,Cheese & Eggs,98.59853749636434
Amsterdam Theoretical,Fish,19.445946958177192
Amsterdam Theoretical,Plant Protein,31.563943067537622
Amsterdam Theoretical,Staples,239.25691786634607
Amsterdam Theoretical,Rice,23.22319942734058
Amsterdam Theoretical,Veg & Fruit,147.24396698295766
Amsterdam Theoretical,Ultra-Processed,191.7773987998843
Amsterdam Theoretical,Soups,25.37013162302082
Amsterdam Theoretical,Beverages & Additions,13.126370016753759
Amsterdam Theoretical,Fats (Butter),28.422220039619603
Amsterdam Theoretical,Oils (Plant-based),52.48992749590514
Amsterdam Theoretical,Condiments,12.138781751275248
Metropolitan (High Risk),Red Meat,763.7732383615213
Metropolitan (High Risk),Poultry,55.58132468613854
Metropolitan (High Risk),Dairy (Milk & Milkproducts),119.11421422300904
Metropolitan (High Risk),Cheese & Eggs,82.00809501396398
Metropolitan (High Risk),Fish,19.682755094654368
Metropolitan (High Risk),Plant Protein,9.432061676910076
Metropolitan (High Risk),Staples,156.23387091729654
Metropolitan (High Risk),Rice,12.536536559883995
Metropolitan (High Risk),Veg & Fruit,74.19713608428845
Metropolitan (High Risk),Ultra-Processed,344.33308125284947
Metropolitan (High Risk),Soups,10.271633230904854
Metropolitan (High Risk),Beverages & Additions,11.649055311677536
Metropolitan (High Risk),Fats (Butter),33.44284029980452
Metropolitan (High Risk),Oils (Plant-based),47.22589991220623
Metropolitan (High Risk),Condiments,10.518257374890817
Metabolic Balance,Red Meat,908.1626833329801
Metabolic Balance,Poultry,109.34320758749811
Metabolic Balance,Dairy (Milk & Milkproducts),43.936734795663554
Metabolic Balance,Cheese & Eggs,148.33455742676148
Metabolic Balance,Fish,77.44239952400456
Metabolic Balance,Plant Protein,29.033084666738027
Metabolic Balance,Staples,56.706307912286
Metabolic Balance,Rice,9.248509687626578
Metabolic Balance,Veg & Fruit,164.52081311151548
Metabolic Balance,Ultra-Processed,28.750776139442195
Metabolic Balance,Soups,30.3105403920745
Metabolic Balance,Beverages & Additions,10.37448892091439
Metabolic Balance,Fats (Butter),65.1629735707705
Metabolic Balance,Oils (Plant-based),60.96947780014987
Metabolic Balance,Condiments,7.70344513157449
Dutch Goal (60:40),Red Meat,361.0379676575182
Dutch Goal (60:40),Poultry,29.86406421687036
Dutch Goal (60:40),Dairy (Milk & Milkproducts),192.0016064452564
Dutch Goal (60:40),Cheese & Eggs,73.43878630787077
Dutch Goal (60:40),Fish,28.201657801715257
Dutch Goal (60:40),Plant Protein,144.94100711708109
Dutch Goal (60:40),Staples,348.866674036148
Dutch Goal (60:40),Rice,44.906202457470215
Dutch Goal (60:40),Veg & Fruit,273.2005237084485
Dutch Goal (60:40),Ultra-Processed,139.06894326697707
Dutch Goal (60:40),Soups,30.66104948740328
Dutch Goal (60:40),Beverages & Additions,11.512577968450271
Dutch Goal (60:40),Fats (Butter),15.854414403474376
Dutch Goal (60:40),Oils (Plant-based),46.52021301537049
Dutch Goal (60:40),Condiments,9.924312109945705
Amsterdam Goal (70:30),Red Meat,241.39420583104283
Amsterdam Goal (70:30),Poultry,19.297079307783118
Amsterdam Goal (70:30),Dairy (Milk & Milkproducts),124.06450106355122
Amsterdam Goal (70:30),Cheese & Eggs,74.12214992156677
Amsterdam Goal (70:30),Fish,41.00150777643567
Amsterdam Goal (70:30),Plant Protein,195.66119550991775
Amsterdam Goal (70:30),Staples,400.0067116354759
Amsterdam Goal (70:30),Rice,65.2877225238218
Amsterdam Goal (70:30),Veg & Fruit,335.0288068368145
Amsterdam Goal (70:30),Ultra-Processed,128.80005151099843
Amsterdam Goal (70:30),Soups,42.79405477214123
Amsterdam Goal (70:30),Beverages & Additions,10.482630530391683
Amsterdam Goal (70:30),Fats (Butter),12.49749147650905
Amsterdam Goal (70:30),Oils (Plant-based),49.18856870361062
Amsterdam Goal (70:30),Condiments,10.373322599939216
EAT-Lancet (Planetary),Red Meat,135.75918413914656
EAT-Lancet (Planetary),Poultry,55.56819179179798
EAT-Lancet (Planetary),Dairy (Milk & Milkproducts),307.9812145311398
EAT-Lancet (Planetary),Cheese & Eggs,24.909879079081847
EAT-Lancet (Planetary),Fish,75.99819631919435
EAT-Lancet (Planetary),Plant Protein,149.51334731864142
EAT-Lancet (Planetary),Staples,345.7225374015707
EAT-Lancet (Planetary),Rice,77.79459969736412
EAT-Lancet (Planetary),Veg & Fruit,375.54713736660585
EAT-Lancet (Planetary),Ultra-Processed,106.51576365253058
EAT-Lancet (Planetary),Soups,28.328844755111014
EAT-Lancet (Planetary),Beverages & Additions,7.771437871517044
EAT-Lancet (Planetary),Fats (Butter),5.492076596604111
EAT-Lancet (Planetary),Oils (Plant-based),43.95855220620674
EAT-Lancet (Planetary),Condiments,9.13903727348792
Schijf van 5 (Guideline),Red Meat,447.9504341324547
Schijf van 5 (Guideline),Poultry,36.028757594363405
Schijf van 5 (Guideline),Dairy (Milk & Milkproducts),231.63556326793352
Schijf van 5 (Guideline),Cheese & Eggs,96.30075260687266
Schijf van 5 (Guideline),Fish,51.0347830749977
Schijf van 5 (Guideline),Plant Protein,71.73559514421025
Schijf van 5 (Guideline),Staples,285.79069428695703
Schijf van 5 (Guideline),Rice,39.006699261480136
Schijf van 5 (Guideline),Veg & Fruit,250.20722516871058
Schijf van 5 (Guideline),Ultra-Processed,133.46059203225113
Schijf van 5 (Guideline),Soups,26.632987670894565
Schijf van 5 (Guideline),Beverages & Additions,10.000125638879949
Schijf van 5 (Guideline),Fats (Butter),15.300814468773382
Schijf van 5 (Guideline),Oils (Plant-based),45.91894426016304
Schijf van 5 (Guideline),Condiments,8.996031391057718
Mediterranean Diet,Red Meat,338.6453282947615
Mediterranean Diet,Poultry,32.03313326858746
Mediterranean Diet,Dairy (Milk & Milkproducts),205.9469535820707
Mediterranean Diet,Cheese & Eggs,85.07456871053635
Mediterranean Diet,Fish,79.4062078261498
Mediterranean Diet,Plant Protein,98.57328857573559
Mediterranean Diet,Staples,319.98177496592666
Mediterranean Diet,Rice,48.76990073850618
Mediterranean Diet,Veg & Fruit,323.7994173279341
Mediterranean Diet,Ultra-Processed,86.48963287007257
Mediterranean Diet,Soups,35.51904507814127
Mediterranean Diet,Beverages & Additions,14.688463341382047
Mediterranean Diet,Fats (Butter),11.222699709695192
Mediterranean Diet,Oils (Plant-based),61.23973289334701
Mediterranean Diet,Condiments,8.609852817153529
