Diet,Category,Mass_share_pct,Protein_share_pct
EAT-Lancet,Soups,1.2399256044637323,0.0
EAT-Lancet,Beverages & Additions,1.3639181649101055,0.2079984872837288
EAT-Lancet,Fats (Butter),0.24798512089274644,0.0
EAT-Lancet,Oils (Plant-based),1.115933044017359,0.0
EAT-Lancet,Condiments,0.805951642901426,0.6145409851564716
Schijf van Vijf (50-50),Red Meat,3.151010701545779,10.02838221381268
Schijf van Vijf (50-50),Poultry,1.4863258026159334,5.912961210974457
Schijf van Vijf (50-50),Dairy (Milk & Milkproducts),14.863258026159334,0.0
Schijf van Vijf (50-50),Cheese & Eggs,2.972651605231867,0.0
Schijf van Vijf (50-50),Fish,1.4863258026159334,4.730368968779565
Schijf van Vijf (50-50),Plant Protein,4.4589774078478,14.191106906338696
Schijf van Vijf (50-50),Staples,30.32104637336504,48.24976348155157
Schijf van Vijf (50-50),Rice,2.3781212841854935,3.027436140018922
Schijf van Vijf (50-50),Veg & Fruit,26.7538644470868,8.514664143803218
Schijf van Vijf (50-50),Ultra-Processed,5.35077288941736,4.257332071901609
Schijf van Vijf (50-50),Soups,1.4863258026159334,0.0
Schijf van Vijf (50-50),Beverages & Additions,2.080856123662307,0.3311258278145696
Schijf van Vijf (50-50),Fats (Butter),0.7728894173602854,0.0
Schijf van Vijf (50-50),Oils (Plant-based),1.4863258026159334,0.0
Schijf van Vijf (50-50),Condiments,0.9512485136741973,0.7568590350047305
Mediterranean Diet,Red Meat,2.2326674500587544,6.9737566525968075
Mediterranean Diet,Poultry,1.1750881316098707,4.587997797761057
Mediterranean Diet,Dairy (Milk & Milkproducts),11.750881316098708,0.0
Mediterranean Diet,Cheese & Eggs,2.82021151586369,0.0
Mediterranean Diet,Fish,2.056404230317274,6.4231969168654794
Mediterranean Diet,Plant Protein,5.875440658049354,18.351991191044227
Mediterranean Diet,Staples,30.25851938895417,47.25637731693889
Mediterranean Diet,Rice,2.6439482961222094,3.3033584143879606
Mediterranean Diet,Veg & Fruit,30.552291421856637,9.543035419343
Mediterranean Diet,Ultra-Processed,3.231492361927144,2.5233987887685814
Mediterranean Diet,Soups,1.762632197414806,0.0
Mediterranean Diet,Beverages & Additions,2.526439482961222,0.3945678106074509
Mediterranean Diet,Fats (Butter),0.5287896592244419,0.0
Mediterranean Diet,Oils (Plant-based),1.762632197414806,0.0
Mediterranean Diet,Condiments,0.8225616921269095,0.642319691686548
