Baseline_Diet,Goal_Reference,Category,Total_emissions_tonnes_per_year
Mediterranean Diet,Amsterdam Goal (70:30),Red Meat,776558.1146174456
Mediterranean Diet,Amsterdam Goal (70:30),Poultry,73456.17227795214
Mediterranean Diet,Amsterdam Goal (70:30),Dairy (Milk & Milkproducts),472263.3523108707
Mediterranean Diet,Amsterdam Goal (70:30),Cheese & Eggs,195087.13441409793
Mediterranean Diet,Amsterdam Goal (70:30),Fish,182088.8401115729
Mediterranean Diet,Amsterdam Goal (70:30),Plant Protein,226041.46796729558
Mediterranean Diet,Amsterdam Goal (70:30),Staples,733760.1411208588
Mediterranean Diet,Amsterdam Goal (70:30),Rice,111835.77330973675
Mediterranean Diet,Amsterdam Goal (70:30),Veg & Fruit,742514.4953292941
Mediterranean Diet,Amsterdam Goal (70:30),Ultra-Processed,198332.06196507148
Mediterranean Diet,Amsterdam Goal (70:30),Soups,81449.82485890127
Mediterranean Diet,Amsterdam Goal (70:30),Beverages & Additions,33682.57125071804
Mediterranean Diet,Amsterdam Goal (70:30),Fats (Butter),25735.121081879894
Mediterranean Diet,Amsterdam Goal (70:30),Oils (Plant-based),140430.73251534702
Mediterranean Diet,Amsterdam Goal (70:30),Condiments,19743.520764009532
Monitor 2024 (Current),EAT-Lancet (Planetary),Red Meat,1531725.3918549935
Monitor 2024 (Current),EAT-Lancet (Planetary),Poultry,152797.59980269673
Monitor 2024 (Current),EAT-Lancet (Planetary),Dairy (Milk & Milkproducts),480266.8942557947
Monitor 2024 (Current),EAT-Lancet (Planetary),Cheese & Eggs,234185.6681038165
Monitor 2024 (Current),EAT-Lancet (Planetary),Fish,105814.1350173254
Monitor 2024 (Current),EAT-Lancet (Planetary),Plant Protein,116027.63474561802
Monitor 2024 (Current),EAT-Lancet (Planetary),Staples,598902.0243745737
Monitor 2024 (Current),EAT-Lancet (Planetary),Rice,183807.8006242507
Monitor 2024 (Current),EAT-Lancet (Planetary),Veg & Fruit,395109.4383359898
Monitor 2024 (Current),EAT-Lancet (Planetary),Ultra-Processed,421042.109855457
Monitor 2024 (Current),EAT-Lancet (Planetary),Soups,50200.10388496694
Monitor 2024 (Current),EAT-Lancet (Planetary),Beverages & Additions,27792.777821370582
Monitor 2024 (Current),EAT-Lancet (Planetary),Fats (Butter),56239.29823586799
Monitor 2024 (Current),EAT-Lancet (Planetary),Oils (Plant-based),108189.87906242875
Monitor 2024 (Current),EAT-Lancet (Planetary),Condiments,24724.993695067045
Amsterdam Theoretical,EAT-Lancet (Planetary),Red Meat,1503772.7851570267
Amsterdam Theoretical,EAT-Lancet (Planetary),Poultry,96431.08294582661
Amsterdam Theoretical,EAT-Lancet (Planetary),Dairy (Milk & Milkproducts),575689.5050739823
Amsterdam Theoretical,EAT-Lancet (Planetary),Cheese & Eggs,247353.11038491462
Amsterdam Theoretical,EAT-Lancet (Planetary),Fish,48783.841896869504
Amsterdam Theoretical,EAT-Lancet (Planetary),Plant Protein,79184.13084023361
Amsterdam Theoretical,EAT-Lancet (Planetary),Staples,600221.3046773737
Amsterdam Theoretical,EAT-Lancet (Planetary),Rice,58259.795300246464
Amsterdam Theoretical,EAT-Lancet (Planetary),Veg & Fruit,369389.3859225977
Amsterdam Theoretical,EAT-Lancet (Planetary),Ultra-Processed,481109.93630538107
Amsterdam Theoretical,EAT-Lancet (Planetary),Soups,63645.78144032082
Amsterdam Theoretical,EAT-Lancet (Planetary),Beverages & Additions,32929.98592222576
Amsterdam Theoretical,EAT-Lancet (Planetary),Fats (Butter),71302.52343858135
Amsterdam Theoretical,EAT-Lancet (Planetary),Oils (Plant-based),131680.9271179051
Amsterdam Theoretical,EAT-Lancet (Planetary),Condiments,30452.43366385925
Metropolitan (High Risk),EAT-Lancet (Planetary),Red Meat,2471422.821685409
Metropolitan (High Risk),EAT-Lancet (Planetary),Poultry,179850.44171423253
Metropolitan (High Risk),EAT-Lancet (Planetary),Dairy (Milk & Milkproducts),385430.6129518091
Metropolitan (High Risk),EAT-Lancet (Planetary),Cheese & Eggs,265362.3711865666
Metropolitan (High Risk),EAT-Lancet (Planetary),Fish,63689.59750269282
Metropolitan (High Risk),EAT-Lancet (Planetary),Plant Protein,30520.33157625008
Metropolitan (High Risk),EAT-Lancet (Planetary),Staples,505542.65940710343
Metropolitan (High Risk),EAT-Lancet (Planetary),Rice,40565.8132582087
Metropolitan (High Risk),EAT-Lancet (Planetary),Veg & Fruit,240087.61529244846
Metropolitan (High Risk),EAT-Lancet (Planetary),Ultra-Processed,1114195.4084371089
Metropolitan (High Risk),EAT-Lancet (Planetary),Soups,33237.02312128485
Metropolitan (High Risk),EAT-Lancet (Planetary),Beverages & Additions,37694.09518735754
Metropolitan (High Risk),EAT-Lancet (Planetary),Fats (Butter),108214.57808108686
Metropolitan (High Risk),EAT-Lancet (Planetary),Oils (Plant-based),152813.89940820623
Metropolitan (High Risk),EAT-Lancet (Planetary),Condiments,34035.05126263882
Metabolic Balance,EAT-Lancet (Planetary),Red Meat,2284338.088776364
Metabolic Balance,EAT-Lancet (Planetary),Poultry,275035.36362495675
Metabolic Balance,EAT-Lancet (Planetary),Dairy (Milk & Milkproducts),110515.83447786357
Metabolic Balance,EAT-Lancet (Planetary),Cheese & Eggs,373111.8726087287
Metabolic Balance,EAT-Lancet (Planetary),Fish,194793.97927877383
Metabolic Balance,EAT-Lancet (Planetary),Plant Protein,73028.08445673803
Metabolic Balance,EAT-Lancet (Planetary),Staples,142635.65483941004
Metabolic Balance,EAT-Lancet (Planetary),Rice,23263.14803678893
Metabolic Balance,EAT-Lancet (Planetary),Veg & Fruit,413825.8119215155
Metabolic Balance,EAT-Lancet (Planetary),Ultra-Processed,72317.98247443516
Metabolic Balance,EAT-Lancet (Planetary),Soups,76241.3201728345
Metabolic Balance,EAT-Lancet (Planetary),Beverages & Additions,26095.368845874393
Metabolic Balance,EAT-Lancet (Planetary),Fats (Butter),163907.0457721734
Metabolic Balance,EAT-Lancet (Planetary),Oils (Plant-based),153358.9773591499
Metabolic Balance,EAT-Lancet (Planetary),Condiments,19376.785075854492
Dutch Goal (60:40),EAT-Lancet (Planetary),Red Meat,811738.8748944412
Dutch Goal (60:40),EAT-Lancet (Planetary),Poultry,67144.79932529855
Dutch Goal (60:40),EAT-Lancet (Planetary),Dairy (Milk & Milkproducts),431686.36530117644
Dutch Goal (60:40),EAT-Lancet (Planetary),Cheese & Eggs,165115.9243941721
Dutch Goal (60:40),EAT-Lancet (Planetary),Fish,63407.13172814603
Dutch Goal (60:40),EAT-Lancet (Planetary),Plant Protein,325877.7762534211
Dutch Goal (60:40),EAT-Lancet (Planetary),Staples,784373.5751883641
Dutch Goal (60:40),EAT-Lancet (Planetary),Rice,100964.75585411962
Dutch Goal (60:40),EAT-Lancet (Planetary),Veg & Fruit,614249.7620805285
Dutch Goal (60:40),EAT-Lancet (Planetary),Ultra-Processed,312675.3351530619
Dutch Goal (60:40),EAT-Lancet (Planetary),Soups,68936.69930470327
Dutch Goal (60:40),EAT-Lancet (Planetary),Beverages & Additions,25884.277899850273
Dutch Goal (60:40),EAT-Lancet (Planetary),Fats (Butter),35646.23575045908
Dutch Goal (60:40),EAT-Lancet (Planetary),Oils (Plant-based),104593.61273817049
Dutch Goal (60:40),EAT-Lancet (Planetary),Condiments,22313.304050809704
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Red Meat,500482.16016050614
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Poultry,40008.598812465454
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Dairy (Milk & Milkproducts),257222.70042795123
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Cheese & Eggs,153677.31624201252
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Fish,85008.35018447414
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Plant Protein,405663.9945075178
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Staples,829333.1748739049
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Rice,135360.91426963353
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Veg & Fruit,694614.6051204145
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Ultra-Processed,267040.9084057611
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Soups,88724.83455290123
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Beverages & Additions,21733.618476687683
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Fats (Butter),25911.02594702963
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Oils (Plant-based),101982.56845161063
Amsterdam Goal (70:30),EAT-Lancet (Planetary),Condiments,21506.99054679522
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Red Meat,1091723.2681918733
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Poultry,87807.55635606922
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Dairy (Milk & Milkproducts),564531.0616789336
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Cheese & Eggs,234699.5657430818
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Fish,124379.52042172848
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Plant Protein,174830.54465211026
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Staples,696515.3441363215
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Rice,95065.25265812954
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Veg & Fruit,609793.0234523106
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Ultra-Processed,325263.7403744289
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Soups,64908.63748819457
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Beverages & Additions,24371.82557027995
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Fats (Butter),37290.40961908631
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Oils (Plant-based),111911.44394516305
Schijf van 5 (Guideline),EAT-Lancet (Planetary),Condiments,21924.69532934572
Mediterranean Diet,EAT-Lancet (Planetary),Red Meat,776558.1146174456
Mediterranean Diet,EAT-Lancet (Planetary),Poultry,73456.17227795214
Mediterranean Diet,EAT-Lancet (Planetary),Dairy (Milk & Milkproducts),472263.3523108707
Mediterranean Diet,EAT-Lancet (Planetary),Cheese & Eggs,195087.13441409793
Mediterranean Diet,EAT-Lancet (Planetary),Fish,182088.8401115729
Mediterranean Diet,EAT-Lancet (Planetary),Plant Protein,226041.46796729558
Mediterranean Diet,EAT-Lancet (Planetary),Staples,733760.1411208588
Mediterranean Diet,EAT-Lancet (Planetary),Rice,111835.77330973675
Mediterranean Diet,EAT-Lancet (Planetary),Veg & Fruit,742514.4953292941
Mediterranean Diet,EAT-Lancet (Planetary),Ultra-Processed,198332.06196507148
Mediterranean Diet,EAT-Lancet (Planetary),Soups,81449.82485890127
Mediterranean Diet,EAT-Lancet (Planetary),Beverages & Additions,33682.57125071804
Mediterranean Diet,EAT-Lancet (Planetary),Fats (Butter),25735.121081879894
Mediterranean Diet,EAT-Lancet (Planetary),Oils (Plant-based),140430.73251534702
Mediterranean Diet,EAT-Lancet (Planetary),Condiments,19743.520764009532
Monitor 2024 (Current),Schijf van 5 (Guideline),Red Meat,1531725.3918549935
Monitor 2024 (Current),Schijf van 5 (Guideline),Poultry,152797.59980269673
Monitor 2024 (Current),Schijf van 5 (Guideline),Dairy (Milk & Milkproducts),480266.8942557947
Monitor 2024 (Current),Schijf van 5 (Guideline),Cheese & Eggs,234185.6681038165
Monitor 2024 (Current),Schijf van 5 (Guideline),Fish,105814.1350173254
Monitor 2024 (Current),Schijf van 5 (Guideline),Plant Protein,116027.63474561802
Monitor 2024 (Current),Schijf van 5 (Guideline),Staples,598902.0243745737
Monitor 2024 (Current),Schijf van 5 (Guideline),Rice,183807.8006242507
Monitor 2024 (Current),Schijf van 5 (Guideline),Veg & Fruit,395109.4383359898
Monitor 2024 (Current),Schijf van 5 (Guideline),Ultra-Processed,421042.109855457
Monitor 2024 (Current),Schijf van 5 (Guideline),Soups,50200.10388496694
Monitor 2024 (Current),Schijf van 5 (Guideline),Beverages & Additions,27792.777821370582
Monitor 2024 (Current),Schijf van 5 (Guideline),Fats (Butter),56239.29823586799
Monitor 2024 (Current),Schijf van 5 (Guideline),Oils (Plant-based),108189.87906242875
Monitor 2024 (Current),Schijf van 5 (Guideline),Condiments,24724.993695067045
Amsterdam Theoretical,Schijf van 5 (Guideline),Red Meat,1503772.7851570267
Amsterdam Theoretical,Schijf van 5 (Guideline),Poultry,96431.08294582661
Amsterdam Theoretical,Schijf van 5 (Guideline),Dairy (Milk & Milkproducts),575689.5050739823
Amsterdam Theoretical,Schijf van 5 (Guideline),Cheese & Eggs,247353.11038491462
Amsterdam Theoretical,Schijf van 5 (Guideline),Fish,48783.841896869504
Amsterdam Theoretical,Schijf van 5 (Guideline),Plant Protein,79184.13084023361
Amsterdam Theoretical,Schijf van 5 (Guideline),Staples,600221.3046773737
Amsterdam Theoretical,Schijf van 5 (Guideline),Rice,58259.795300246464
Amsterdam Theoretical,Schijf van 5 (Guideline),Veg & Fruit,369389.3859225977
Amsterdam Theoretical,Schijf van 5 (Guideline),Ultra-Processed,481109.93630538107
Amsterdam Theoretical,Schijf van 5 (Guideline),Soups,63645.78144032082
Amsterdam Theoretical,Schijf van 5 (Guideline),Beverages & Additions,32929.98592222576
Amsterdam Theoretical,Schijf van 5 (Guideline),Fats (Butter),71302.52343858135
Amsterdam Theoretical,Schijf van 5 (Guideline),Oils (Plant-based),131680.9271179051
Amsterdam Theoretical,Schijf van 5 (Guideline),Condiments,30452.43366385925
Metropolitan (High Risk),Schijf van 5 (Guideline),Red Meat,2471422.821685409
Metropolitan (High Risk),Schijf van 5 (Guideline),Poultry,179850.44171423253
Metropolitan (High Risk),Schijf van 5 (Guideline),Dairy (Milk & Milkproducts),385430.6129518091
Metropolitan (High Risk),Schijf van 5 (Guideline),Cheese & Eggs,265362.3711865666
Metropolitan (High Risk),Schijf van 5 (Guideline),Fish,63689.59750269282
Metropolitan (High Risk),Schijf van 5 (Guideline),Plant Protein,30520.33157625008
Metropolitan (High Risk),Schijf van 5 (Guideline),Staples,505542.65940710343
Metropolitan (High Risk),Schijf van 5 (Guideline),Rice,40565.8132582087
Metropolitan (High Risk),Schijf van 5 (Guideline),Veg & Fruit,240087.61529244846
Metropolitan (High Risk),Schijf van 5 (Guideline),Ultra-Processed,1114195.4084371089
Metropolitan (High Risk),Schijf van 5 (Guideline),Soups,33237.02312128485
Metropolitan (High Risk),Schijf van 5 (Guideline),Beverages & Additions,37694.09518735754
Metropolitan (High Risk),Schijf van 5 (Guideline),Fats (Butter),108214.57808108686
Metropolitan (High Risk),Schijf van 5 (Guideline),Oils (Plant-based),152813.89940820623
Metropolitan (High Risk),Schijf van 5 (Guideline),Condiments,34035.05126263882
Metabolic Balance,Schijf van 5 (Guideline),Red Meat,2284338.088776364
Metabolic Balance,Schijf van 5 (Guideline),Poultry,275035.36362495675
Metabolic Balance,Schijf van 5 (Guideline),Dairy (Milk & Milkproducts),110515.83447786357
Metabolic Balance,Schijf van 5 (Guideline),Cheese & Eggs,373111.8726087287
Metabolic Balance,Schijf van 5 (Guideline),Fish,194793.97927877383
Metabolic Balance,Schijf van 5 (Guideline),Plant Protein,73028.08445673803
Metabolic Balance,Schijf van 5 (Guideline),Staples,142635.65483941004
Metabolic Balance,Schijf van 5 (Guideline),Rice,23263.14803678893
Metabolic Balance,Schijf van 5 (Guideline),Veg & Fruit,413825.8119215155
Metabolic Balance,Schijf van 5 (Guideline),Ultra-Processed,72317.98247443516
Metabolic Balance,Schijf van 5 (Guideline),Soups,76241.3201728345
Metabolic Balance,Schijf van 5 (Guideline),Beverages & Additions,26095.368845874393
Metabolic Balance,Schijf van 5 (Guideline),Fats (Butter),163907.0457721734
Metabolic Balance,Schijf van 5 (Guideline),Oils (Plant-based),153358.9773591499
Metabolic Balance,Schijf van 5 (Guideline),Condiments,19376.785075854492
Dutch Goal (60:40),Schijf van 5 (Guideline),Red Meat,811738.8748944412
Dutch Goal (60:40),Schijf van 5 (Guideline),Poultry,67144.79932529855
Dutch Goal (60:40),Schijf van 5 (Guideline),Dairy (Milk & Milkproducts),431686.36530117644
Dutch Goal (60:40),Schijf van 5 (Guideline),Cheese & Eggs,165115.9243941721
Dutch Goal (60:40),Schijf van 5 (Guideline),Fish,63407.13172814603
Dutch Goal (60:40),Schijf van 5 (Guideline),Plant Protein,325877.7762534211
Dutch Goal (60:40),Schijf van 5 (Guideline),Staples,784373.5751883641
Dutch Goal (60:40),Schijf van 5 (Guideline),Rice,100964.75585411962
Dutch Goal (60:40),Schijf van 5 (Guideline),Veg & Fruit,614249.7620805285
Dutch Goal (60:40),Schijf van 5 (Guideline),Ultra-Processed,312675.3351530619
Dutch Goal (60:40),Schijf van 5 (Guideline),Soups,68936.69930470327
Dutch Goal (60:40),Schijf van 5 (Guideline),Beverages & Additions,25884.277899850273
Dutch Goal (60:40),Schijf van 5 (Guideline),Fats (Butter),35646.23575045908
Dutch Goal (60:40),Schijf van 5 (Guideline),Oils (Plant-based),104593.61273817049
Dutch Goal (60:40),Schijf van 5 (Guideline),Condiments,22313.304050809704
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Red Meat,500482.16016050614
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Poultry,40008.598812465454
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Dairy (Milk & Milkproducts),257222.70042795123
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Cheese & Eggs,153677.31624201252
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Fish,85008.35018447414
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Plant Protein,405663.9945075178
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Staples,829333.1748739049
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Rice,135360.91426963353
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Veg & Fruit,694614.6051204145
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Ultra-Processed,267040.9084057611
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Soups,88724.83455290123
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Beverages & Additions,21733.618476687683
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Fats (Butter),25911.02594702963
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Oils (Plant-based),101982.56845161063
Amsterdam Goal (70:30),Schijf van 5 (Guideline),Condiments,21506.99054679522
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Red Meat,282500.6707479099
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Poultry,115631.59835537674
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Dairy (Milk & Milkproducts),640876.7129421398
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Cheese & Eggs,51834.854435168876
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Fish,158144.3021475328
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Plant Protein,311121.6465472414
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Staples,719412.460585424
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Rice,161882.42979233823
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Veg & Fruit,781474.3354290059
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Ultra-Processed,221648.16964592354
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Soups,58949.364608951015
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Beverages & Additions,16171.549831421044
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Fats (Butter),11428.437288996462
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Oils (Plant-based),91473.15197940674
EAT-Lancet (Planetary),Schijf van 5 (Guideline),Condiments,19017.38122633592
Mediterranean Diet,Schijf van 5 (Guideline),Red Meat,776558.1146174456
Mediterranean Diet,Schijf van 5 (Guideline),Poultry,73456.17227795214
Mediterranean Diet,Schijf van 5 (Guideline),Dairy (Milk & Milkproducts),472263.3523108707
Mediterranean Diet,Schijf van 5 (Guideline),Cheese & Eggs,195087.13441409793
Mediterranean Diet,Schijf van 5 (Guideline),Fish,182088.8401115729
Mediterranean Diet,Schijf van 5 (Guideline),Plant Protein,226041.46796729558
Mediterranean Diet,Schijf van 5 (Guideline),Staples,733760.1411208588
Mediterranean Diet,Schijf van 5 (Guideline),Rice,111835.77330973675
Mediterranean Diet,Schijf van 5 (Guideline),Veg & Fruit,742514.4953292941
Mediterranean Diet,Schijf van 5 (Guideline),Ultra-Processed,198332.06196507148
Mediterranean Diet,Schijf van 5 (Guideline),Soups,81449.82485890127
Mediterranean Diet,Schijf van 5 (Guideline),Beverages & Additions,33682.57125071804
Mediterranean Diet,Schijf van 5 (Guideline),Fats (Butter),25735.121081879894
Mediterranean Diet,Schijf van 5 (Guideline),Oils (Plant-based),140430.73251534702
Mediterranean Diet,Schijf van 5 (Guideline),Condiments,19743.520764009532
Monitor 2024 (Current),Mediterranean Diet,Red Meat,1531725.3918549935
Monitor 2024 (Current),Mediterranean Diet,Poultry,152797.59980269673
Monitor 2024 (Current),Mediterranean Diet,Dairy (Milk & Milkproducts),480266.8942557947
Monitor 2024 (Current),Mediterranean Diet,Cheese & Eggs,234185.6681038165
Monitor 2024 (Current),Mediterranean Diet,Fish,105814.1350173254
Monitor 2024 (Current),Mediterranean Diet,Plant Protein,116027.63474561802
Monitor 2024 (Current),Mediterranean Diet,Staples,598902.0243745737
Monitor 2024 (Current),Mediterranean Diet,Rice,183807.8006242507
Monitor 2024 (Current),Mediterranean Diet,Veg & Fruit,395109.4383359898
Monitor 2024 (Current),Mediterranean Diet,Ultra-Processed,421042.109855457
Monitor 2024 (Current),Mediterranean Diet,Soups,50200.10388496694
Monitor 2024 (Current),Mediterranean Diet,Beverages & Additions,27792.777821370582
Monitor 2024 (Current),Mediterranean Diet,Fats (Butter),56239.29823586799
Monitor 2024 (Current),Mediterranean Diet,Oils (Plant-based),108189.87906242875
Monitor 2024 (Current),Mediterranean Diet,Condiments,24724.993695067045
Amsterdam Theoretical,Mediterranean Diet,Red Meat,1503772.7851570267
Amsterdam Theoretical,Mediterranean Diet,Poultry,96431.08294582661
Amsterdam Theoretical,Mediterranean Diet,Dairy (Milk & Milkproducts),575689.5050739823
Amsterdam Theoretical,Mediterranean Diet,Cheese & Eggs,247353.11038491462
Amsterdam Theoretical,Mediterranean Diet,Fish,48783.841896869504
Amsterdam Theoretical,Mediterranean Diet,Plant Protein,79184.13084023361
Amsterdam Theoretical,Mediterranean Diet,Staples,600221.3046773737
Amsterdam Theoretical,Mediterranean Diet,Rice,58259.795300246464
Amsterdam Theoretical,Mediterranean Diet,Veg & Fruit,369389.3859225977
Amsterdam Theoretical,Mediterranean Diet,Ultra-Processed,481109.93630538107
Amsterdam Theoretical,Mediterranean Diet,Soups,63645.78144032082
Amsterdam Theoretical,Mediterranean Diet,Beverages & Additions,32929.98592222576
Amsterdam Theoretical,Mediterranean Diet,Fats (Butter),71302.52343858135
Amsterdam Theoretical,Mediterranean Diet,Oils (Plant-based),131680.9271179051
Amsterdam Theoretical,Mediterranean Diet,Condiments,30452.43366385925
Metropolitan (High Risk),Mediterranean Diet,Red Meat,2471422.821685409
Metropolitan (High Risk),Mediterranean Diet,Poultry,179850.44171423253
Metropolitan (High Risk),Mediterranean Diet,Dairy (Milk & Milkproducts),385430.6129518091
Metropolitan (High Risk),Mediterranean Diet,Cheese & Eggs,265362.3711865666
Metropolitan (High Risk),Mediterranean Diet,Fish,63689.59750269282
Metropolitan (High Risk),Mediterranean Diet,Plant Protein,30520.33157625008
Metropolitan (High Risk),Mediterranean Diet,Staples,505542.65940710343
Metropolitan (High Risk),Mediterranean Diet,Rice,40565.8132582087
Metropolitan (High Risk),Mediterranean Diet,Veg & Fruit,240087.61529244846
Metropolitan (High Risk),Mediterranean Diet,Ultra-Processed,1114195.4084371089
Metropolitan (High Risk),Mediterranean Diet,Soups,33237.02312128485
Metropolitan (High Risk),Mediterranean Diet,Beverages & Additions,37694.09518735754
Metropolitan (High Risk),Mediterranean Diet,Fats (Butter),108214.57808108686
Metropolitan (High Risk),Mediterranean Diet,Oils (Plant-based),152813.89940820623
Metropolitan (High Risk),Mediterranean Diet,Condiments,34035.05126263882
Metabolic Balance,Mediterranean Diet,Red Meat,2284338.088776364
Metabolic Balance,Mediterranean Diet,Poultry,275035.36362495675
Metabolic Balance,Mediterranean Diet,Dairy (Milk & Milkproducts),110515.83447786357
Metabolic Balance,Mediterranean Diet,Cheese & Eggs,373111.8726087287
Metabolic Balance,Mediterranean Diet,Fish,194793.97927877383
Metabolic Balance,Mediterranean Diet,Plant Protein,73028.08445673803
Metabolic Balance,Mediterranean Diet,Staples,142635.65483941004
Metabolic Balance,Mediterranean Diet,Rice,23263.14803678893
Metabolic Balance,Mediterranean Diet,Veg & Fruit,413825.8119215155
Metabolic Balance,Mediterranean Diet,Ultra-Processed,72317.98247443516
Metabolic Balance,Mediterranean Diet,Soups,76241.3201728345
Metabolic Balance,Mediterranean Diet,Beverages & Additions,26095.368845874393
Metabolic Balance,Mediterranean Diet,Fats (Butter),163907.0457721734
Metabolic Balance,Mediterranean Diet,Oils (Plant-based),153358.9773591499
Metabolic Balance,Mediterranean Diet,Condiments,19376.785075854492
Dutch Goal (60:40),Mediterranean Diet,Red Meat,811738.8748944412
Dutch Goal (60:40),Mediterranean Diet,Poultry,67144.79932529855
Dutch Goal (60:40),Mediterranean Diet,Dairy (Milk & Milkproducts),431686.36530117644
Dutch Goal (60:40),Mediterranean Diet,Cheese & Eggs,165115.9243941721
Dutch Goal (60:40),Mediterranean Diet,Fish,63407.13172814603
Dutch Goal (60:40),Mediterranean Diet,Plant Protein,325877.7762534211
Dutch Goal (60:40),Mediterranean Diet,Staples,784373.5751883641
Dutch Goal (60:40),Mediterranean Diet,Rice,100964.75585411962
Dutch Goal (60:40),Mediterranean Diet,Veg & Fruit,614249.7620805285
Dutch Goal (60:40),Mediterranean Diet,Ultra-Processed,312675.3351530619
Dutch Goal (60:40),Mediterranean Diet,Soups,68936.69930470327
Dutch Goal (60:40),Mediterranean Diet,Beverages & Additions,25884.277899850273
Dutch Goal (60:40),Mediterranean Diet,Fats (Butter),35646.23575045908
Dutch Goal (60:40),Mediterranean Diet,Oils (Plant-based),104593.61273817049
Dutch Goal (60:40),Mediterranean Diet,Condiments,22313.304050809704
Amsterdam Goal (70:30),Mediterranean Diet,Red Meat,500482.16016050614
Amsterdam Goal (70:30),Mediterranean Diet,Poultry,40008.598812465454
Amsterdam Goal (70:30),Mediterranean Diet,Dairy (Milk & Milkproducts),257222.70042795123
Amsterdam Goal (70:30),Mediterranean Diet,Cheese & Eggs,153677.31624201252
Amsterdam Goal (70:30),Mediterranean Diet,Fish,85008.35018447414
Amsterdam Goal (70:30),Mediterranean Diet,Plant Protein,405663.9945075178
Amsterdam Goal (70:30),Mediterranean Diet,Staples,829333.1748739049
Amsterdam Goal (70:30),Mediterranean Diet,Rice,135360.91426963353
Amsterdam Goal (70:30),Mediterranean Diet,Veg & Fruit,694614.6051204145
Amsterdam Goal (70:30),Mediterranean Diet,Ultra-Processed,267040.9084057611
Amsterdam Goal (70:30),Mediterranean Diet,Soups,88724.83455290123
Amsterdam Goal (70:30),Mediterranean Diet,Beverages & Additions,21733.618476687683
Amsterdam Goal (70:30),Mediterranean Diet,Fats (Butter),25911.02594702963
Amsterdam Goal (70:30),Mediterranean Diet,Oils (Plant-based),101982.56845161063
Amsterdam Goal (70:30),Mediterranean Diet,Condiments,21506.99054679522
EAT-Lancet (Planetary),Mediterranean Diet,Red Meat,282500.6707479099
EAT-Lancet (Planetary),Mediterranean Diet,Poultry,115631.59835537674
EAT-Lancet (Planetary),Mediterranean Diet,Dairy (Milk & Milkproducts),640876.7129421398
