Baseline_Diet,Goal_Reference,Category,Total_emissions_tonnes_per_year
Mediterranean Diet,Metropolitan (High Risk),Cheese & Eggs,195087.13441409793
Mediterranean Diet,Metropolitan (High Risk),Fish,182088.8401115729
Mediterranean Diet,Metropolitan (High Risk),Plant Protein,226041.46796729558
Mediterranean Diet,Metropolitan (High Risk),Staples,733760.1411208588
Mediterranean Diet,Metropolitan (High Risk),Rice,111835.77330973675
Mediterranean Diet,Metropolitan (High Risk),Veg & Fruit,742514.4953292941
Mediterranean Diet,Metropolitan (High Risk),Ultra-Processed,198332.06196507148
Mediterranean Diet,Metropolitan (High Risk),Soups,81449.82485890127
Mediterranean Diet,Metropolitan (High Risk),Beverages & Additions,33682.57125071804
Mediterranean Diet,Metropolitan (High Risk),Fats (Butter),25735.121081879894
Mediterranean Diet,Metropolitan (High Risk),Oils (Plant-based),140430.73251534702
Mediterranean Diet,Metropolitan (High Risk),Condiments,19743.520764009532
Monitor 2024 (Current),Metabolic Balance,Red Meat,1531725.3918549935
Monitor 2024 (Current),Metabolic Balance,Poultry,152797.59980269673
Monitor 2024 (Current),Metabolic Balance,Dairy (Milk & Milkproducts),480266.8942557947
Monitor 2024 (Current),Metabolic Balance,Cheese & Eggs,234185.6681038165
Monitor 2024 (Current),Metabolic Balance,Fish,105814.1350173254
Monitor 2024 (Current),Metabolic Balance,Plant Protein,116027.63474561802
Monitor 2024 (Current),Metabolic Balance,Staples,598902.0243745737
Monitor 2024 (Current),Metabolic Balance,Rice,183807.8006242507
Monitor 2024 (Current),Metabolic Balance,Veg & Fruit,395109.4383359898
Monitor 2024 (Current),Metabolic Balance,Ultra-Processed,421042.109855457
Monitor 2024 (Current),Metabolic Balance,Soups,50200.10388496694
Monitor 2024 (Current),Metabolic Balance,Beverages & Additions,27792.777821370582
Monitor 2024 (Current),Metabolic Balance,Fats (Butter),56239.29823586799
Monitor 2024 (Current),Metabolic Balance,Oils (Plant-based),108189.87906242875
Monitor 2024 (Current),Metabolic Balance,Condiments,24724.993695067045
Amsterdam Theoretical,Metabolic Balance,Red Meat,1503772.7851570267
Amsterdam Theoretical,Metabolic Balance,Poultry,96431.08294582661
Amsterdam Theoretical,Metabolic Balance,Dairy (Milk & Milkproducts),575689.5050739823
Amsterdam Theoretical,Metabolic Balance,Cheese & Eggs,247353.11038491462
Amsterdam Theoretical,Metabolic Balance,Fish,48783.841896869504
Amsterdam Theoretical,Metabolic Balance,Plant Protein,79184.13084023361
Amsterdam Theoretical,Metabolic Balance,Staples,600221.3046773737
Amsterdam Theoretical,Metabolic Balance,Rice,58259.795300246464
Amsterdam Theoretical,Metabolic Balance,Veg & Fruit,369389.3859225977
Amsterdam Theoretical,Metabolic Balance,Ultra-Processed,481109.93630538107
Amsterdam Theoretical,Metabolic Balance,Soups,63645.78144032082
Amsterdam Theoretical,Metabolic Balance,Beverages & Additions,32929.98592222576
Amsterdam Theoretical,Metabolic Balance,Fats (Butter),71302.52343858135
Amsterdam Theoretical,Metabolic Balance,Oils (Plant-based),131680.9271179051
Amsterdam Theoretical,Metabolic Balance,Condiments,30452.43366385925
Metropolitan (High Risk),Metabolic Balance,Red Meat,2471422.821685409
Metropolitan (High Risk),Metabolic Balance,Poultry,179850.44171423253
Metropolitan (High Risk),Metabolic Balance,Dairy (Milk & Milkproducts),385430.6129518091
Metropolitan (High Risk),Metabolic Balance,Cheese & Eggs,265362.3711865666
Metropolitan (High Risk),Metabolic Balance,Fish,63689.59750269282
Metropolitan (High Risk),Metabolic Balance,Plant Protein,30520.33157625008
Metropolitan (High Risk),Metabolic Balance,Staples,505542.65940710343
Metropolitan (High Risk),Metabolic Balance,Rice,40565.8132582087
Metropolitan (High Risk),Metabolic Balance,Veg & Fruit,240087.61529244846
Metropolitan (High Risk),Metabolic Balance,Ultra-Processed,1114195.4084371089
Metropolitan (High Risk),Metabolic Balance,Soups,33237.02312128485
Metropolitan (High Risk),Metabolic Balance,Beverages & Additions,37694.09518735754
Metropolitan (High Risk),Metabolic Balance,Fats (Butter),108214.57808108686
Metropolitan (High Risk),Metabolic Balance,Oils (Plant-based),152813.89940820623
Metropolitan (High Risk),Metabolic Balance,Condiments,34035.05126263882
Dutch Goal (60:40),Metabolic Balance,Red Meat,811738.8748944412
Dutch Goal (60:40),Metabolic Balance,Poultry,67144.79932529855
Dutch Goal (60:40),Metabolic Balance,Dairy (Milk & Milkproducts),431686.36530117644
Dutch Goal (60:40),Metabolic Balance,Cheese & Eggs,165115.9243941721
Dutch Goal (60:40),Metabolic Balance,Fish,63407.13172814603
Dutch Goal (60:40),Metabolic Balance,Plant Protein,325877.7762534211
Dutch Goal (60:40),Metabolic Balance,Staples,784373.5751883641
Dutch Goal (60:40),Metabolic Balance,Rice,100964.75585411962
Dutch Goal (60:40),Metabolic Balance,Veg & Fruit,614249.7620805285
Dutch Goal (60:40),Metabolic Balance,Ultra-Processed,312675.3351530619
Dutch Goal (60:40),Metabolic Balance,Soups,68936.69930470327
Dutch Goal (60:40),Metabolic Balance,Beverages & Additions,25884.277899850273
Dutch Goal (60:40),Metabolic Balance,Fats (Butter),35646.23575045908
Dutch Goal (60:40),Metabolic Balance,Oils (Plant-based),104593.61273817049
Dutch Goal (60:40),Metabolic Balance,Condiments,22313.304050809704
Amsterdam Goal (70:30),Metabolic Balance,Red Meat,500482.16016050614
Amsterdam Goal (70:30),Metabolic Balance,Poultry,40008.598812465454
Amsterdam Goal (70:30),Metabolic Balance,Dairy (Milk & Milkproducts),257222.70042795123
Amsterdam Goal (70:30),Metabolic Balance,Cheese & Eggs,153677.31624201252
Amsterdam Goal (70:30),Metabolic Balance,Fish,85008.35018447414
Amsterdam Goal (70:30),Metabolic Balance,Plant Protein,405663.9945075178
Amsterdam Goal (70:30),Metabolic Balance,Staples,829333.1748739049
Amsterdam Goal (70:30),Metabolic Balance,Rice,135360.91426963353
Amsterdam Goal (70:30),Metabolic Balance,Veg & Fruit,694614.6051204145
Amsterdam Goal (70:30),Metabolic Balance,Ultra-Processed,267040.9084057611
Amsterdam Goal (70:30),Metabolic Balance,Soups,88724.83455290123
Amsterdam Goal (70:30),Metabolic Balance,Beverages & Additions,21733.618476687683
Amsterdam Goal (70:30),Metabolic Balance,Fats (Butter),25911.02594702963
Amsterdam Goal (70:30),Metabolic Balance,Oils (Plant-based),101982.56845161063
Amsterdam Goal (70:30),Metabolic Balance,Condiments,21506.99054679522
EAT-Lancet (Planetary),Metabolic Balance,Red Meat,282500.6707479099
EAT-Lancet (Planetary),Metabolic Balance,Poultry,115631.59835537674
EAT-Lancet (Planetary),Metabolic Balance,Dairy (Milk & Milkproducts),640876.7129421398
EAT-Lancet (Planetary),Metabolic Balance,Cheese & Eggs,51834.854435168876
EAT-Lancet (Planetary),Metabolic Balance,Fish,158144.3021475328
EAT-Lancet (Planetary),Metabolic Balance,Plant Protein,311121.6465472414
EAT-Lancet (Planetary),Metabolic Balance,Staples,719412.460585424
EAT-Lancet (Planetary),Metabolic Balance,Rice,161882.42979233823
EAT-Lancet (Planetary),Metabolic Balance,Veg & Fruit,781474.3354290059
EAT-Lancet (Planetary),Metabolic Balance,Ultra-Processed,221648.16964592354
EAT-Lancet (Planetary),Metabolic Balance,Soups,58949.364608951015
EAT-Lancet (Planetary),Metabolic Balance,Beverages & Additions,16171.549831421044
EAT-Lancet (Planetary),Metabolic Balance,Fats (Butter),11428.437288996462
EAT-Lancet (Planetary),Metabolic Balance,Oils (Plant-based),91473.15197940674
EAT-Lancet (Planetary),Metabolic Balance,Condiments,19017.38122633592
Schijf van 5 (Guideline),Metabolic Balance,Red Meat,1091723.2681918733
Schijf van 5 (Guideline),Metabolic Balance,Poultry,87807.55635606922
Schijf van 5 (Guideline),Metabolic Balance,Dairy (Milk & Milkproducts),564531.0616789336
Schijf van 5 (Guideline),Metabolic Balance,Cheese & Eggs,234699.5657430818
Schijf van 5 (Guideline),Metabolic Balance,Fish,124379.52042172848
Schijf van 5 (Guideline),Metabolic Balance,Plant Protein,174830.54465211026
Schijf van 5 (Guideline),Metabolic Balance,Staples,696515.3441363215
Schijf van 5 (Guideline),Metabolic Balance,Rice,95065.25265812954
Schijf van 5 (Guideline),Metabolic Balance,Veg & Fruit,609793.0234523106
Schijf van 5 (Guideline),Metabolic Balance,Ultra-Processed,325263.7403744289
Schijf van 5 (Guideline),Metabolic Balance,Soups,64908.63748819457
Schijf van 5 (Guideline),Metabolic Balance,Beverages & Additions,24371.82557027995
Schijf van 5 (Guideline),Metabolic Balance,Fats (Butter),37290.40961908631
Schijf van 5 (Guideline),Metabolic Balance,Oils (Plant-based),111911.44394516305
Schijf van 5 (Guideline),Metabolic Balance,Condiments,21924.69532934572
Mediterranean Diet,Metabolic Balance,Red Meat,776558.1146174456
Mediterranean Diet,Metabolic Balance,Poultry,73456.17227795214
Mediterranean Diet,Metabolic Balance,Dairy (Milk & Milkproducts),472263.3523108707
Mediterranean Diet,Metabolic Balance,Cheese & Eggs,195087.13441409793
Mediterranean Diet,Metabolic Balance,Fish,182088.8401115729
Mediterranean Diet,Metabolic Balance,Plant Protein,226041.46796729558
Mediterranean Diet,Metabolic Balance,Staples,733760.1411208588
Mediterranean Diet,Metabolic Balance,Rice,111835.77330973675
Mediterranean Diet,Metabolic Balance,Veg & Fruit,742514.4953292941
Mediterranean Diet,Metabolic Balance,Ultra-Processed,198332.06196507148
Mediterranean Diet,Metabolic Balance,Soups,81449.82485890127
Mediterranean Diet,Metabolic Balance,Beverages & Additions,33682.57125071804
Mediterranean Diet,Metabolic Balance,Fats (Butter),25735.121081879894
Mediterranean Diet,Metabolic Balance,Oils (Plant-based),140430.73251534702
Mediterranean Diet,Metabolic Balance,Condiments,19743.520764009532
Monitor 2024 (Current),Dutch Goal (60:40),Red Meat,1531725.3918549935
Monitor 2024 (Current),Dutch Goal (60:40),Poultry,152797.59980269673
Monitor 2024 (Current),Dutch Goal (60:40),Dairy (Milk & Milkproducts),480266.8942557947
Monitor 2024 (Current),Dutch Goal (60:40),Cheese & Eggs,234185.6681038165
Monitor 2024 (Current),Dutch Goal (60:40),Fish,105814.1350173254
Monitor 2024 (Current),Dutch Goal (60:40),Plant Protein,116027.63474561802
Monitor 2024 (Current),Dutch Goal (60:40),Staples,598902.0243745737
Monitor 2024 (Current),Dutch Goal (60:40),Rice,183807.8006242507
Monitor 2024 (Current),Dutch Goal (60:40),Veg & Fruit,395109.4383359898
Monitor 2024 (Current),Dutch Goal (60:40),Ultra-Processed,421042.109855457
Monitor 2024 (Current),Dutch Goal (60:40),Soups,50200.10388496694
Monitor 2024 (Current),Dutch Goal (60:40),Beverages & Additions,27792.777821370582
Monitor 2024 (Current),Dutch Goal (60:40),Fats (Butter),56239.29823586799
Monitor 2024 (Current),Dutch Goal (60:40),Oils (Plant-based),108189.87906242875
Monitor 2024 (Current),Dutch Goal (60:40),Condiments,24724.993695067045
Amsterdam Theoretical,Dutch Goal (60:40),Red Meat,1503772.7851570267
Amsterdam Theoretical,Dutch Goal (60:40),Poultry,96431.08294582661
Amsterdam Theoretical,Dutch Goal (60:40),Dairy (Milk & Milkproducts),575689.5050739823
Amsterdam Theoretical,Dutch Goal (60:40),Cheese & Eggs,247353.11038491462
Amsterdam Theoretical,Dutch Goal (60:40),Fish,48783.841896869504
Amsterdam Theoretical,Dutch Goal (60:40),Plant Protein,79184.13084023361
Amsterdam Theoretical,Dutch Goal (60:40),Staples,600221.3046773737
Amsterdam Theoretical,Dutch Goal (60:40),Rice,58259.795300246464
Amsterdam Theoretical,Dutch Goal (60:40),Veg & Fruit,369389.3859225977
Amsterdam Theoretical,Dutch Goal (60:40),Ultra-Processed,481109.93630538107
Amsterdam Theoretical,Dutch Goal (60:40),Soups,63645.78144032082
Amsterdam Theoretical,Dutch Goal (60:40),Beverages & Additions,32929.98592222576
Amsterdam Theoretical,Dutch Goal (60:40),Fats (Butter),71302.52343858135
Amsterdam Theoretical,Dutch Goal (60:40),Oils (Plant-based),131680.9271179051
Amsterdam Theoretical,Dutch Goal (60:40),Condiments,30452.43366385925
Metropolitan (High Risk),Dutch Goal (60:40),Red Meat,2471422.821685409
Metropolitan (High Risk),Dutch Goal (60:40),Poultry,179850.44171423253
Metropolitan (High Risk),Dutch Goal (60:40),Dairy (Milk & Milkproducts),385430.6129518091
Metropolitan (High Risk),Dutch Goal (60:40),Cheese & Eggs,265362.3711865666
Metropolitan (High Risk),Dutch Goal (60:40),Fish,63689.59750269282
Metropolitan (High Risk),Dutch Goal (60:40),Plant Protein,30520.33157625008
Metropolitan (High Risk),Dutch Goal (60:40),Staples,505542.65940710343
Metropolitan (High Risk),Dutch Goal (60:40),Rice,40565.8132582087
Metropolitan (High Risk),Dutch Goal (60:40),Veg & Fruit,240087.61529244846
Metropolitan (High Risk),Dutch Goal (60:40),Ultra-Processed,1114195.4084371089
Metropolitan (High Risk),Dutch Goal (60:40),Soups,33237.02312128485
Metropolitan (High Risk),Dutch Goal (60:40),Beverages & Additions,37694.09518735754
Metropolitan (High Risk),Dutch Goal (60:40),Fats (Butter),108214.57808108686
Metropolitan (High Risk),Dutch Goal (60:40),Oils (Plant-based),152813.89940820623
Metropolitan (High Risk),Dutch Goal (60:40),Condiments,34035.05126263882
Metabolic Balance,Dutch Goal (60:40),Red Meat,2284338.088776364
Metabolic Balance,Dutch Goal (60:40),Poultry,275035.36362495675
Metabolic Balance,Dutch Goal (60:40),Dairy (Milk & Milkproducts),110515.83447786357
Metabolic Balance,Dutch Goal (60:40),Cheese & Eggs,373111.8726087287
Metabolic Balance,Dutch Goal (60:40),Fish,194793.97927877383
Metabolic Balance,Dutch Goal (60:40),Plant Protein,73028.08445673803
Metabolic Balance,Dutch Goal (60:40),Staples,142635.65483941004
Metabolic Balance,Dutch Goal (60:40),Rice,23263.14803678893
Metabolic Balance,Dutch Goal (60:40),Veg & Fruit,413825.8119215155
Metabolic Balance,Dutch Goal (60:40),Ultra-Processed,72317.98247443516
Metabolic Balance,Dutch Goal (60:40),Soups,76241.3201728345
Metabolic Balance,Dutch Goal (60:40),Beverages & Additions,26095.368845874393
Metabolic Balance,Dutch Goal (60:40),Fats (Butter),163907.0457721734
Metabolic Balance,Dutch Goal (60:40),Oils (Plant-based),153358.9773591499
Metabolic Balance,Dutch Goal (60:40),Condiments,19376.785075854492
Amsterdam Goal (70:30),Dutch Goal (60:40),Red Meat,500482.16016050614
Amsterdam Goal (70:30),Dutch Goal (60:40),Poultry,40008.598812465454
Amsterdam Goal (70:30),Dutch Goal (60:40),Dairy (Milk & Milkproducts),257222.70042795123
Amsterdam Goal (70:30),Dutch Goal (60:40),Cheese & Eggs,153677.31624201252
Amsterdam Goal (70:30),Dutch Goal (60:40),Fish,85008.35018447414
Amsterdam Goal (70:30),Dutch Goal (60:40),Plant Protein,405663.9945075178
Amsterdam Goal (70:30),Dutch Goal (60:40),Staples,829333.1748739049
Amsterdam Goal (70:30),Dutch Goal (60:40),Rice,135360.91426963353
Amsterdam Goal (70:30),Dutch Goal (60:40),Veg & Fruit,694614.6051204145
Amsterdam Goal (70:30),Dutch Goal (60:40),Ultra-Processed,267040.9084057611
Amsterdam Goal (70:30),Dutch Goal (60:40),Soups,88724.83455290123
Amsterdam Goal (70:30),Dutch Goal (60:40),Beverages & Additions,21733.618476687683
Amsterdam Goal (70:30),Dutch Goal (60:40),Fats (Butter),25911.02594702963
Amsterdam Goal (70:30),Dutch Goal (60:40),Oils (Plant-based),101982.56845161063
Amsterdam Goal (70:30),Dutch Goal (60:40),Condiments,21506.99054679522
EAT-Lancet (Planetary),Dutch Goal (60:40),Red Meat,282500.6707479099
EAT-Lancet (Planetary),Dutch Goal (60:40),Poultry,115631.59835537674
EAT-Lancet (Planetary),Dutch Goal (60:40),Dairy (Milk & Milkproducts),640876.7129421398
EAT-Lancet (Planetary),Dutch Goal (60:40),Cheese & Eggs,51834.854435168876
EAT-Lancet (Planetary),Dutch Goal (60:40),Fish,158144.3021475328
EAT-Lancet (Planetary),Dutch Goal (60:40),Plant Protein,311121.6465472414
EAT-Lancet (Planetary),Dutch Goal (60:40),Staples,719412.460585424
EAT-Lancet (Planetary),Dutch Goal (60:40),Rice,161882.42979233823
EAT-Lancet (Planetary),Dutch Goal (60:40),Veg & Fruit,781474.3354290059
EAT-Lancet (Planetary),Dutch Goal (60:40),Ultra-Processed,221648.16964592354
EAT-Lancet (Planetary),Dutch Goal (60:40),Soups,58949.364608951015
EAT-Lancet (Planetary),Dutch Goal (60:40),Beverages & Additions,16171.549831421044
EAT-Lancet (Planetary),Dutch Goal (60:40),Fats (Butter),11428.437288996462
EAT-Lancet (Planetary),Dutch Goal (60:40),Oils (Plant-based),91473.15197940674
EAT-Lancet (Planetary),Dutch Goal (60:40),Condiments,19017.38122633592
Schijf van 5 (Guideline),Dutch Goal (60:40),Red Meat,1091723.2681918733
Schijf van 5 (Guideline),Dutch Goal (60:40),Poultry,87807.55635606922
Schijf van 5 (Guideline),Dutch Goal (60:40),Dairy (Milk & Milkproducts),564531.0616789336
Schijf van 5 (Guideline),Dutch Goal (60:40),Cheese & Eggs,234699.5657430818
Schijf van 5 (Guideline),Dutch Goal (60:40),Fish,124379.52042172848
Schijf van 5 (Guideline),Dutch Goal (60:40),Plant Protein,174830.54465211026
Schijf van 5 (Guideline),Dutch Goal (60:40),Staples,696515.3441363215
Schijf van 5 (Guideline),Dutch Goal (60:40),Rice,95065.25265812954
Schijf van 5 (Guideline),Dutch Goal (60:40),Veg & Fruit,609793.0234523106
Schijf van 5 (Guideline),Dutch Goal (60:40),Ultra-Processed,325263.7403744289
Schijf van 5 (Guideline),Dutch Goal (60:40),Soups,64908.63748819457
Schijf van 5 (Guideline),Dutch Goal (60:40),Beverages & Additions,24371.82557027995
Schijf van 5 (Guideline),Dutch Goal (60:40),Fats (Butter),37290.40961908631
Schijf van 5 (Guideline),Dutch Goal (60:40),Oils (Plant-based),111911.44394516305
Schijf van 5 (Guideline),Dutch Goal (60:40),Condiments,21924.69532934572
Mediterranean Diet,Dutch Goal (60:40),Red Meat,776558.1146174456
Mediterranean Diet,Dutch Goal (60:40),Poultry,73456.17227795214
Mediterranean Diet,Dutch Goal (60:40),Dairy (Milk & Milkproducts),472263.3523108707
Mediterranean Diet,Dutch Goal (60:40),Cheese & Eggs,195087.13441409793
Mediterranean Diet,Dutch Goal (60:40),Fish,182088.8401115729
Mediterranean Diet,Dutch Goal (60:40),Plant Protein,226041.46796729558
Mediterranean Diet,Dutch Goal (60:40),Staples,733760.1411208588
Mediterranean Diet,Dutch Goal (60:40),Rice,111835.77330973675
Mediterranean Diet,Dutch Goal (60:40),Veg & Fruit,742514.4953292941
Mediterranean Diet,Dutch Goal (60:40),Ultra-Processed,198332.06196507148
Mediterranean Diet,Dutch Goal (60:40),Soups,81449.82485890127
Mediterranean Diet,Dutch Goal (60:40),Beverages & Additions,33682.57125071804
Mediterranean Diet,Dutch Goal (60:40),Fats (Butter),25735.121081879894
Mediterranean Diet,Dutch Goal (60:40),Oils (Plant-based),140430.73251534702
Mediterranean Diet,Dutch Goal (60:40),Condiments,19743.520764009532
Monitor 2024 (Current),Amsterdam Goal (70:30),Red Meat,1531725.3918549935
Monitor 2024 (Current),Amsterdam Goal (70:30),Poultry,152797.59980269673
Monitor 2024 (Current),Amsterdam Goal (70:30),Dairy (Milk & Milkproducts),480266.8942557947
Monitor 2024 (Current),Amsterdam Goal (70:30),Cheese & Eggs,234185.6681038165
Monitor 2024 (Current),Amsterdam Goal (70:30),Fish,105814.1350173254
Monitor 2024 (Current),Amsterdam Goal (70:30),Plant Protein,116027.63474561802
Monitor 2024 (Current),Amsterdam Goal (70:30),Staples,598902.0243745737
Monitor 2024 (Current),Amsterdam Goal (70:30),Rice,183807.8006242507
Monitor 2024 (Current),Amsterdam Goal (70:30),Veg & Fruit,395109.4383359898
Monitor 2024 (Current),Amsterdam Goal (70:30),Ultra-Processed,421042.109855457
Monitor 2024 (Current),Amsterdam Goal (70:30),Soups,50200.10388496694
Monitor 2024 (Current),Amsterdam Goal (70:30),Beverages & Additions,27792.777821370582
Monitor 2024 (Current),Amsterdam Goal (70:30),Fats (Butter),56239.29823586799
Monitor 2024 (Current),Amsterdam Goal (70:30),Oils (Plant-based),108189.87906242875
Monitor 2024 (Current),Amsterdam Goal (70:30),Condiments,24724.993695067045
Amsterdam Theoretical,Amsterdam Goal (70:30),Red Meat,1503772.7851570267
Amsterdam Theoretical,Amsterdam Goal (70:30),Poultry,96431.08294582661
Amsterdam Theoretical,Amsterdam Goal (70:30),Dairy (Milk & Milkproducts),575689.5050739823
Amsterdam Theoretical,Amsterdam Goal (70:30),Cheese & Eggs,247353.11038491462
Amsterdam Theoretical,Amsterdam Goal (70:30),Fish,48783.841896869504
Amsterdam Theoretical,Amsterdam Goal (70:30),Plant Protein,79184.13084023361
Amsterdam Theoretical,Amsterdam Goal (70:30),Staples,600221.3046773737
Amsterdam Theoretical,Amsterdam Goal (70:30),Rice,58259.795300246464
Amsterdam Theoretical,Amsterdam Goal (70:30),Veg & Fruit,369389.3859225977
Amsterdam Theoretical,Amsterdam Goal (70:30),Ultra-Processed,481109.93630538107
Amsterdam Theoretical,Amsterdam Goal (70:30),Soups,63645.78144032082
Amsterdam Theoretical,Amsterdam Goal (70:30),Beverages & Additions,32929.98592222576
Amsterdam Theoretical,Amsterdam Goal (70:30),Fats (Butter),71302.52343858135
Amsterdam Theoretical,Amsterdam Goal (70:30),Oils (Plant-based),131680.9271179051
Amsterdam Theoretical,Amsterdam Goal (70:30),Condiments,30452.43366385925
Metropolitan (High Risk),Amsterdam Goal (70:30),Red Meat,2471422.821685409
Metropolitan (High Risk),Amsterdam Goal (70:30),Poultry,179850.44171423253
Metropolitan (High Risk),Amsterdam Goal (70:30),Dairy (Milk & Milkproducts),385430.6129518091
Metropolitan (High Risk),Amsterdam Goal (70:30),Cheese & Eggs,265362.3711865666
Metropolitan (High Risk),Amsterdam Goal (70:30),Fish,63689.59750269282
Metropolitan (High Risk),Amsterdam Goal (70:30),Plant Protein,30520.33157625008
Metropolitan (High Risk),Amsterdam Goal (70:30),Staples,505542.65940710343
Metropolitan (High Risk),Amsterdam Goal (70:30),Rice,40565.8132582087
Metropolitan (High Risk),Amsterdam Goal (70:30),Veg & Fruit,240087.61529244846
Metropolitan (High Risk),Amsterdam Goal (70:30),Ultra-Processed,1114195.4084371089
Metropolitan (High Risk),Amsterdam Goal (70:30),Soups,33237.02312128485
Metropolitan (High Risk),Amsterdam Goal (70:30),Beverages & Additions,37694.09518735754
Metropolitan (High Risk),Amsterdam Goal (70:30),Fats (Butter),108214.57808108686
Metropolitan (High Risk),Amsterdam Goal (70:30),Oils (Plant-based),152813.89940820623
Metropolitan (High Risk),Amsterdam Goal (70:30),Condiments,34035.05126263882
Metabolic Balance,Amsterdam Goal (70:30),Red Meat,2284338.088776364
Metabolic Balance,Amsterdam Goal (70:30),Poultry,275035.36362495675
Metabolic Balance,Amsterdam Goal (70:30),Dairy (Milk & Milkproducts),110515.83447786357
Metabolic Balance,Amsterdam Goal (70:30),Cheese & Eggs,373111.8726087287
Metabolic Balance,Amsterdam Goal (70:30),Fish,194793.97927877383
Metabolic Balance,Amsterdam Goal (70:30),Plant Protein,73028.08445673803
Metabolic Balance,Amsterdam Goal (70:30),Staples,142635.65483941004
Metabolic Balance,Amsterdam Goal (70:30),Rice,23263.14803678893
Metabolic Balance,Amsterdam Goal (70:30),Veg & Fruit,413825.8119215155
Metabolic Balance,Amsterdam Goal (70:30),Ultra-Processed,72317.98247443516
Metabolic Balance,Amsterdam Goal (70:30),Soups,76241.3201728345
Metabolic Balance,Amsterdam Goal (70:30),Beverages & Additions,26095.368845874393
Metabolic Balance,Amsterdam Goal (70:30),Fats (Butter),163907.0457721734
Metabolic Balance,Amsterdam Goal (70:30),Oils (Plant-based),153358.9773591499
Metabolic Balance,Amsterdam Goal (70:30),Condiments,19376.785075854492
Dutch Goal (60:40),Amsterdam Goal (70:30),Red Meat,811738.8748944412
Dutch Goal (60:40),Amsterdam Goal (70:30),Poultry,67144.79932529855
Dutch Goal (60:40),Amsterdam Goal (70:30),Dairy (Milk & Milkproducts),431686.36530117644
Dutch Goal (60:40),Amsterdam Goal (70:30),Cheese & Eggs,165115.9243941721
Dutch Goal (60:40),Amsterdam Goal (70:30),Fish,63407.13172814603
Dutch Goal (60:40),Amsterdam Goal (70:30),Plant Protein,325877.7762534211
Dutch Goal (60:40),Amsterdam Goal (70:30),Staples,784373.5751883641
Dutch Goal (60:40),Amsterdam Goal (70:30),Rice,100964.75585411962
Dutch Goal (60:40),Amsterdam Goal (70:30),Veg & Fruit,614249.7620805285
Dutch Goal (60:40),Amsterdam Goal (70:30),Ultra-Processed,312675.3351530619
Dutch Goal (60:40),Amsterdam Goal (70:30),Soups,68936.69930470327
Dutch Goal (60:40),Amsterdam Goal (70:30),Beverages & Additions,25884.277899850273
Dutch Goal (60:40),Amsterdam Goal (70:30),Fats (Butter),35646.23575045908
Dutch Goal (60:40),Amsterdam Goal (70:30),Oils (Plant-based),104593.61273817049
Dutch Goal (60:40),Amsterdam Goal (70:30),Condiments,22313.304050809704
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Red Meat,282500.6707479099
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Poultry,115631.59835537674
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Dairy (Milk & Milkproducts),640876.7129421398
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Cheese & Eggs,51834.854435168876
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Fish,158144.3021475328
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Plant Protein,311121.6465472414
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Staples,719412.460585424
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Rice,161882.42979233823
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Veg & Fruit,781474.3354290059
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Ultra-Processed,221648.16964592354
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Soups,58949.364608951015
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Beverages & Additions,16171.549831421044
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Fats (Butter),11428.437288996462
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Oils (Plant-based),91473.15197940674
EAT-Lancet (Planetary),Amsterdam Goal (70:30),Condiments,19017.38122633592
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Red Meat,1091723.2681918733
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Poultry,87807.55635606922
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Dairy (Milk & Milkproducts),564531.0616789336
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Cheese & Eggs,234699.5657430818
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Fish,124379.52042172848
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Plant Protein,174830.54465211026
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Staples,696515.3441363215
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Rice,95065.25265812954
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Veg & Fruit,609793.0234523106
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Ultra-Processed,325263.7403744289
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Soups,64908.63748819457
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Beverages & Additions,24371.82557027995
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Fats (Butter),37290.40961908631
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Oils (Plant-based),111911.44394516305
Schijf van 5 (Guideline),Amsterdam Goal (70:30),Condiments,21924.69532934572
