,8. Schijf van 5 (Guideline),6. Amsterdam Goal (70:30),7. EAT-Lancet (Planetary),5. Dutch Goal (60:40)
1. Monitor 2024 (Current),30.60873975693123,47.67259010677762,47.30219170807439,39.138252971009315
3. Metropolitan (High Risk),32.52709147637642,49.11920422491223,48.75904565183752,40.82080256951101
9. Mediterranean Diet,-9.53085801199318,17.403631479334575,16.818974935064855,3.932579566313726
