Diet,Category,CO2_share_pct,Mass_share_pct
EAT-Lancet,Plant Protein,8.54361984677951,7.749535027898326
EAT-Lancet,Staples,19.755573565804035,29.26224426534408
EAT-Lancet,Rice,4.445405696992235,3.7197768133911966
EAT-Lancet,Veg & Fruit,21.4598364209489,30.998140111593305
EAT-Lancet,Ultra-Processed,6.08661506585889,2.7898326100433977
EAT-Lancet,Soups,1.6187911288634862,1.2399256044637323
EAT-Lancet,Beverages & Additions,0.44408216408668816,1.3639181649101055
EAT-Lancet,Fats (Butter),0.31383294837737774,0.24798512089274644
EAT-Lancet,Oils (Plant-based),2.511917268926099,1.115933044017359
EAT-Lancet,Condiments,0.5222307013421668,0.805951642901426
Schijf van 5,Red Meat,25.5971676647117,3.1323877068557917
Schijf van 5,Poultry,2.0587861482493377,1.4775413711583925
Schijf van 5,Dairy (Milk & Milkproducts),13.236317901024774,14.775413711583923
Schijf van 5,Cheese & Eggs,5.502900148964153,3.546099290780142
Schijf van 5,Fish,2.916273318571297,1.4775413711583925
Schijf van 5,Plant Protein,4.099176865383444,4.432624113475177
Schijf van 5,Staples,16.330896816397548,30.141843971631204
Schijf van 5,Rice,2.2289542435131504,2.3640661938534278
Schijf van 5,Veg & Fruit,14.297555723926319,26.595744680851062
Schijf van 5,Ultra-Processed,7.626319544700065,5.319148936170213
Schijf van 5,Soups,1.5218850097654035,1.4775413711583925
Schijf van 5,Beverages & Additions,0.57143575079314,2.068557919621749
Schijf van 5,Fats (Butter),0.874332255358479,0.7683215130023641
Schijf van 5,Oils (Plant-based),2.6239396720093167,1.4775413711583925
Schijf van 5,Condiments,0.5140589366318696,0.9456264775413712
Mediterranean Diet,Red Meat,19.351161616843513,2.239245727754861
Mediterranean Diet,Poultry,1.8304647582049982,1.1785503830288746
Mediterranean Diet,Dairy (Milk & Milkproducts),11.768397347546896,11.785503830288745
Mediterranean Diet,Cheese & Eggs,4.861403926316363,2.828520919269299
Mediterranean Diet,Fish,4.537497590065702,2.0624631703005303
Mediterranean Diet,Plant Protein,5.632759347184891,5.892751915144372
Mediterranean Diet,Staples,18.284672855195808,30.347672362993517
Mediterranean Diet,Rice,2.7868514707717815,2.6517383618149677
Mediterranean Diet,Veg & Fruit,18.50282384731052,30.642309958750737
Mediterranean Diet,Ultra-Processed,4.942264735432718,2.946375957572186
Mediterranean Diet,Soups,2.0296597187509295,1.7678255745433118
Mediterranean Diet,Beverages & Additions,0.8393407623646882,2.53388332351208
Mediterranean Diet,Fats (Butter),0.6412971262682967,0.5303476723629935
Mediterranean Diet,Oils (Plant-based),3.499413308191257,1.7678255745433118
Mediterranean Diet,Condiments,0.4919915895516302,0.8249852681202121
