Diet,Category,Scope1+2_tonnes_per_year,Scope3_tonnes_per_year,Total_tonnes_per_year,Scope1+2_pct,Scope3_pct
Schijf van Vijf (50-50),Cheese & Eggs,21404.038050843377,121289.54895477914,142693.5870056225,15.0,85.0
Schijf van Vijf (50-50),Fish,13752.138252512024,77928.78343090144,91680.92168341347,15.000000000000005,84.99999999999999
Schijf van Vijf (50-50),Plant Protein,19330.30303273125,109538.38385214376,128868.686884875,15.000000000000002,85.00000000000001
Schijf van Vijf (50-50),Staples,77010.87184675584,436394.94046494964,513405.8123117055,15.000000000000002,85.0
Schijf van Vijf (50-50),Rice,10510.978761871764,59562.212983939986,70073.19174581175,15.000000000000002,85.0
Schijf van Vijf (50-50),Veg & Fruit,67422.337178175,382059.910676325,449482.24785449996,15.000000000000002,85.0
Schijf van Vijf (50-50),Ultra-Processed,35963.090314158355,203790.84511356393,239753.9354277223,15.000000000000005,85.0
Schijf van Vijf (50-50),Soups,7176.68434074375,40667.877930881245,47844.56227162499,15.000000000000002,85.0
Schijf van Vijf (50-50),Beverages & Additions,2694.6937371375006,15269.9311771125,17964.624914250002,15.000000000000002,84.99999999999999
Schijf van Vijf (50-50),Fats (Butter),4123.049090683675,23363.944847207484,27486.99393789116,15.000000000000005,85.0
Schijf van Vijf (50-50),Oils (Plant-based),12373.593690937501,70117.03091531248,82490.62460624998,15.000000000000005,85.0
Schijf van Vijf (50-50),Condiments,2424.1244884290004,13736.705434430998,16160.829922859999,15.000000000000002,85.0
Mediterranean Diet,Red Meat,82108.64743550328,465282.33546785195,547390.9829033553,15.0,85.0
Mediterranean Diet,Poultry,7766.819814255874,44011.978947449956,51778.79876170583,15.0,85.0
Mediterranean Diet,Dairy (Milk & Milkproducts),49934.32476165001,282961.17364934995,332895.49841099995,15.000000000000005,85.0
Mediterranean Diet,Cheese & Eggs,20627.356069417787,116888.35106003413,137515.7071294519,15.0,85.0
Mediterranean Diet,Fish,19252.993553516833,109100.29680326206,128353.29035677889,15.0,85.0
Mediterranean Diet,Plant Protein,23900.2836359175,135434.9406035325,159335.22423945,15.0,85.0
Mediterranean Diet,Staples,77583.44365404981,439639.51403961546,517222.9576936653,15.000000000000005,85.0
Mediterranean Diet,Rice,11824.851107105736,67007.48960693247,78832.3407140382,15.000000000000007,85.0
Mediterranean Diet,Veg & Fruit,78509.07712525502,444884.770376445,523393.84750170005,15.000000000000002,85.0
Mediterranean Diet,Ultra-Processed,23043.71982041605,130581.07898235758,153624.7988027736,15.000000000000005,85.0
Mediterranean Diet,Soups,8612.0212088925,48801.45351705748,57413.474725949985,15.000000000000005,84.99999999999999
Mediterranean Diet,Beverages & Additions,3561.3952330005004,20181.2396536695,23742.634886670003,15.0,85.0
Mediterranean Diet,Fats (Butter),2721.079007284631,15419.447707946241,18140.526715230873,15.000000000000002,85.0
Mediterranean Diet,Oils (Plant-based),14848.312429125,84140.437098375,98988.7495275,15.000000000000002,85.0
Mediterranean Diet,Condiments,2087.5627400355006,11829.5221935345,13917.08493357,15.000000000000005,85.0
