diet,co2_change_pct,land_change_pct,water_change_pct
Metropolitan,47.69054472285633,40.12766332655236,31.252656231632457
Schijf van Vijf (50-50),-5.0129180314063255,-9.790145927936669,8.219624013238178
Mediterranean Diet,-7.187779151289829,-14.4822612846949,12.776587183173776
Dutch Goal,-7.309289854157066,-8.958791260698973,9.976127824648039
Amsterdam Goal,-18.84889662867952,-19.155482217197726,5.259112569966291
EAT-Lancet,-21.27730607162516,-22.30738709006973,14.137482028049842
