diet,co2_change_pct,land_change_pct,water_change_pct
Metropolitan,64.38511786424314,51.99231423441586,30.714611985726798
Metabolic Balance,35.36242860298529,35.209626106403775,33.60137124456729
Amsterdam Theoretical,7.999621319700857,7.118782877122273,0.985921225798634
Schijf van Vijf (50-50),-8.981034428350549,-2.960909692254395,8.355456259921386
Dutch Goal,-14.566568840922708,-5.304438214634441,10.284334254431041
Mediterranean Diet,-15.775190129066848,-6.961287680725717,12.852704273380649
Amsterdam Goal,-27.334406260847615,-16.606293508047994,5.613419382849542
EAT-Lancet,-32.60121808829563,-18.786027026175702,14.171034719803954
