Total_Scope12_tonnes,Total_Scope3_tonnes,Total_Emissions_tonnes,Base_Food_Consumption_tonnes,Food_Waste_tonnes,Retail_Distribution_tonnes,Total_Land_m2,Total_Water_L
1750000.0000000002,1640362.5935364505,3390362.5935364505,1537785.5887521969,169156.41476274165,38444.63971880492,3002739424.7489243,76842915882.96504
