diet,category,scope3_share_pct
8. Schijf van 5 (Guideline),Poultry,2.1803102078282666
8. Schijf van 5 (Guideline),Dairy (Milk & Milkproducts),14.017618613863538
8. Schijf van 5 (Guideline),Cheese & Eggs,4.80685209823883
8. Schijf van 5 (Guideline),Fish,3.088412310673928
8. Schijf van 5 (Guideline),Plant Protein,4.341139156628223
8. Schijf van 5 (Guideline),Staples,17.29486137356188
8. Schijf van 5 (Guideline),Rice,2.3605228226575803
8. Schijf van 5 (Guideline),Veg & Fruit,15.141498167926603
8. Schijf van 5 (Guideline),Ultra-Processed,8.076478640391551
8. Schijf van 5 (Guideline),Soups,1.6117173824750586
8. Schijf van 5 (Guideline),Beverages & Additions,0.6051659137262673
8. Schijf van 5 (Guideline),Fats (Butter),0.9259415034497941
8. Schijf van 5 (Guideline),Oils (Plant-based),2.7788230732328594
8. Schijf van 5 (Guideline),Condiments,0.544402315858242
9. Mediterranean Diet,Red Meat,19.257067390585874
9. Mediterranean Diet,Poultry,1.8215641987178992
9. Mediterranean Diet,Dairy (Milk & Milkproducts),11.711174000202927
9. Mediterranean Diet,Cheese & Eggs,4.837765549973392
9. Mediterranean Diet,Fish,4.515434194940548
9. Mediterranean Diet,Plant Protein,5.60537028688127
9. Mediterranean Diet,Staples,18.19576438661136
9. Mediterranean Diet,Rice,2.7733005202898733
9. Mediterranean Diet,Veg & Fruit,18.412854628512886
9. Mediterranean Diet,Ultra-Processed,5.40447905758163
9. Mediterranean Diet,Soups,2.0197905819733237
9. Mediterranean Diet,Beverages & Additions,0.8352595024814335
9. Mediterranean Diet,Fats (Butter),0.6381788454078371
9. Mediterranean Diet,Oils (Plant-based),3.4823975551264215
9. Mediterranean Diet,Condiments,0.4895993007133295
