Diet,Category,CO2_share_pct,Mass_share_pct
EAT-Lancet,Oils (Plant-based),1.101186834699621,1.5915119363395225
EAT-Lancet,Condiments,2.080019576654839,1.1494252873563218
Schijf van Vijf (50-50),Red Meat,14.010954018596358,1.7211703958691909
Schijf van Vijf (50-50),Poultry,3.715025686749033,2.1514629948364887
Schijf van Vijf (50-50),Dairy (Liquid),13.798666836496409,21.514629948364888
Schijf van Vijf (50-50),Dairy (Solid) & Eggs,14.605358128476201,4.3029259896729775
Schijf van Vijf (50-50),Fish,3.715025686749033,2.1514629948364887
Schijf van Vijf (50-50),Plant Protein,3.587653377489066,6.454388984509467
Schijf van Vijf (50-50),taples,0.0,0.0
Schijf van Vijf (50-50),Rice,4.245743641998895,3.4423407917383817
Schijf van Vijf (50-50),Veg & Fruit,12.312656561796798,38.7263339070568
Schijf van Vijf (50-50),Ultra-Processed,17.534921241455443,11.876075731497417
Schijf van Vijf (50-50),Beverages & Additions,2.4964972614953505,3.0120481927710845
Schijf van Vijf (50-50),"Fats (Solid, Animal)",7.047934445718167,1.1187607573149743
Schijf van Vijf (50-50),Oils (Plant-based),1.0614359104997237,2.1514629948364887
Schijf van Vijf (50-50),Condiments,1.8681272024795144,1.376936316695353
Mediterranean Diet,Red Meat,12.414766047495885,1.353637901861252
Mediterranean Diet,Poultry,3.2917940277451216,1.6920473773265652
Mediterranean Diet,Dairy (Liquid),12.226663531624734,16.920473773265652
Mediterranean Diet,Dairy (Solid) & Eggs,15.969903597460616,4.060913705583756
Mediterranean Diet,Fish,5.760639548553962,2.961082910321489
Mediterranean Diet,Plant Protein,4.138255349165294,8.460236886632826
Mediterranean Diet,taples,0.0,0.0
Mediterranean Diet,Rice,5.290383258876088,3.807106598984772
Mediterranean Diet,Veg & Fruit,15.706560075241004,43.9932318104907
Mediterranean Diet,Ultra-Processed,13.802022102045614,8.629441624365482
Mediterranean Diet,Beverages & Additions,2.8403479896543615,3.6379018612521152
Mediterranean Diet,"Fats (Solid, Animal)",5.3609217023277695,0.7614213197969544
Mediterranean Diet,Oils (Plant-based),1.410768869033623,2.5380710659898478
Mediterranean Diet,Condiments,1.7869739007759227,1.1844331641285957
