Diet,Category,Emissions_share_pct,Protein_share_pct
Monitor 2024,Red Meat,9.960693142408806,7.882705344474224
Monitor 2024,Poultry,4.506119647838315,9.85338168059278
Monitor 2024,Dairy (Liquid),13.642056345612472,10.405171054705974
Monitor 2024,Dairy (Solid) & Eggs,11.005020508065392,14.898313101056281
Monitor 2024,Fish,4.53085912825782,6.936780703137317
Monitor 2024,Plant Protein,2.6320236830724766,15.765410688948448
Monitor 2024,taples,0.0,0.0
Monitor 2024,Rice,2.072333100075375,3.783698565347627
Monitor 2024,Veg & Fruit,8.132220635039973,9.616900520258554
Monitor 2024,Ultra-Processed,22.475336023189577,19.943244521519787
Monitor 2024,Beverages & Additions,9.151680003495658,0.6306164275579379
Monitor 2024,"Fats (Solid, Animal)",8.821391875297598,0.0
Monitor 2024,Oils (Plant-based),1.3333616070252414,0.0
Monitor 2024,Condiments,1.7369043006213145,0.283777392401072
Amsterdam Theoretical,Red Meat,11.45789881325355,10.342598577892696
Amsterdam Theoretical,Poultry,4.647109047307144,11.312217194570136
Amsterdam Theoretical,Dairy (Liquid),14.845424751328784,12.605042016806722
Amsterdam Theoretical,Dairy (Solid) & Eggs,10.929049046703623,15.756302521008402
Amsterdam Theoretical,Fish,1.8963565694702569,3.232062055591467
Amsterdam Theoretical,Plant Protein,1.6503923180104172,10.665804783451843
Amsterdam Theoretical,taples,0.0,0.0
Amsterdam Theoretical,Rice,1.5901585898444042,3.232062055591467
Amsterdam Theoretical,Veg & Fruit,6.870076795044977,9.04977375565611
Amsterdam Theoretical,Ultra-Processed,23.144721294752976,22.70523594053006
Amsterdam Theoretical,Beverages & Additions,9.397881642499213,0.7433742727860374
Amsterdam Theoretical,"Fats (Solid, Animal)",10.15334749831813,0.0
Amsterdam Theoretical,Oils (Plant-based),1.4733004237070013,0.0
Amsterdam Theoretical,Condiments,1.944283209759521,0.3555268261150614
Metropolitan,Red Meat,21.245822517523596,16.93480101608806
Metropolitan,Poultry,6.680002857755232,18.14442966009435
Metropolitan,Dairy (Liquid),7.660371666944502,7.25777186403774
Metropolitan,Dairy (Solid) & Eggs,9.086073999984121,14.51554372807548
Metropolitan,Fish,1.908146983877497,3.62888593201887
Metropolitan,Plant Protein,0.4598207552412024,3.62888593201887
Metropolitan,taples,0.0,0.0
Metropolitan,Rice,0.8533574654886362,1.935405830410064
Metropolitan,Veg & Fruit,3.4586776531478955,5.080440304826419
Metropolitan,Ultra-Processed,25.967072309145607,27.821458812144673
Metropolitan,Beverages & Additions,8.603430893921711,0.7257771864037741
Metropolitan,"Fats (Solid, Animal)",11.097616155842918,0.0
Metropolitan,Oils (Plant-based),1.3177426908940804,0.0
Metropolitan,Condiments,1.6618640502329867,0.32659973388169833
Metabolic Balance,Red Meat,33.962584916800495,25.04696305572949
Metabolic Balance,Poultry,10.310628355606406,25.04696305572949
Metabolic Balance,Dairy (Liquid),2.2169688866221433,1.878522229179712
Metabolic Balance,Dairy (Solid) & Eggs,11.96473985650583,18.78522229179712
Metabolic Balance,Fish,5.890474844869614,10.018785222291795
Metabolic Balance,Plant Protein,0.6483198132691906,7.514088916718848
Metabolic Balance,taples,0.0,0.0
Metabolic Balance,Rice,0.49393607318524435,1.0018785222291797
Metabolic Balance,Veg & Fruit,5.674521398918855,7.514088916718848
Metabolic Balance,Ultra-Processed,3.0148479480976573,2.5046963055729488
Metabolic Balance,Beverages & Additions,6.755207579506478,0.5009392611145899
Metabolic Balance,"Fats (Solid, Animal)",16.758906356612655,0.0
Metabolic Balance,Oils (Plant-based),1.3347760861424516,0.0
Metabolic Balance,Condiments,0.9740878838629938,0.18785222291797118
Dutch Goal,Red Meat,10.642946072712181,5.830903790087464
Dutch Goal,Poultry,3.95351932909975,6.559766763848398
Dutch Goal,Dairy (Liquid),13.601234055548161,7.871720116618075
Dutch Goal,Dairy (Solid) & Eggs,8.96256332756501,8.746355685131196
Dutch Goal,Fish,3.0115340344063455,3.498542274052479
Dutch Goal,Plant Protein,8.286416775638365,39.35860058309038
Dutch Goal,taples,0.0,0.0
Dutch Goal,Rice,3.36702973165556,4.664723032069971
Dutch Goal,Veg & Fruit,13.962993994158593,12.536443148688047
Dutch Goal,Ultra-Processed,15.06824107932879,10.204081632653061
Dutch Goal,Beverages & Additions,9.999295272846862,0.5102040816326532
Dutch Goal,"Fats (Solid, Animal)",5.971388077582629,0.0
Dutch Goal,Oils (Plant-based),1.4298130906983846,0.0
Dutch Goal,Condiments,1.7430251587593673,0.21865889212827988
Amsterdam Goal,Red Meat,6.4740087031405995,2.997601918465228
Amsterdam Goal,Poultry,2.6721004138183324,3.747002398081535
Amsterdam Goal,Dairy (Liquid),9.192787519909768,4.496402877697841
Amsterdam Goal,Dairy (Solid) & Eggs,9.172782490073693,7.868705035971223
Amsterdam Goal,Fish,4.579722901758156,4.496402877697841
Amsterdam Goal,Plant Protein,11.652453569278372,47.961630695443645
Amsterdam Goal,taples,0.0,0.0
Amsterdam Goal,Rice,5.1203350175663225,5.995203836930456
Amsterdam Goal,Veg & Fruit,17.756845530685812,13.489208633093524
Amsterdam Goal,Ultra-Processed,14.92137070653955,8.318345323741008
Amsterdam Goal,Beverages & Additions,9.750642066195693,0.41966426858513195
Amsterdam Goal,"Fats (Solid, Animal)",5.207023480189306,0.0
Amsterdam Goal,Oils (Plant-based),1.581349977518157,0.0
Amsterdam Goal,Condiments,1.918577623326246,0.20983213429256597
EAT-Lancet,Red Meat,8.813628405480266,4.11764705882353
EAT-Lancet,Poultry,7.535363266667286,10.661764705882353
