Diet,Category,Emissions_share_pct,Protein_share_pct
EAT-Lancet,Dairy (Liquid),22.34810237978342,11.029411764705882
EAT-Lancet,Dairy (Solid) & Eggs,1.8954896202906875,2.8676470588235294
EAT-Lancet,Fish,8.313030912173117,8.23529411764706
EAT-Lancet,Plant Protein,6.69979898287186,36.76470588235294
EAT-Lancet,taples,0.0,0.0
EAT-Lancet,Rice,5.974933071486137,7.0588235294117645
EAT-Lancet,Veg & Fruit,19.138312753008314,14.705882352941178
EAT-Lancet,Ultra-Processed,6.464043871756629,4.044117647058823
EAT-Lancet,Beverages & Additions,7.290715231910775,0.3235294117647059
EAT-Lancet,"Fats (Solid, Animal)",2.473344387731471,0.0
EAT-Lancet,Oils (Plant-based),1.3839612416744633,0.0
EAT-Lancet,Condiments,1.6692758751655843,0.1911764705882353
