Baseline_Diet,Goal_Reference,Category,Total_emissions_tonnes_per_year
Metabolic Balance,EAT-Lancet,Staples,87303.21729950538
Metabolic Balance,EAT-Lancet,Rice,14238.70960183791
Metabolic Balance,EAT-Lancet,Veg & Fruit,266241.53901985503
Metabolic Balance,EAT-Lancet,Ultra-Processed,42307.82786861583
Metabolic Balance,EAT-Lancet,Soups,43594.18487912249
Metabolic Balance,EAT-Lancet,Beverages & Additions,15807.505738499998
Metabolic Balance,EAT-Lancet,Fats (Butter),97567.62581890993
Metabolic Balance,EAT-Lancet,Oils (Plant-based),93866.6572554375
Metabolic Balance,EAT-Lancet,Condiments,11950.184448772501
Dutch Goal,EAT-Lancet,Red Meat,186143.20684855804
Dutch Goal,EAT-Lancet,Poultry,31645.27515017742
Dutch Goal,EAT-Lancet,Processed Meats,196428.49348045798
Dutch Goal,EAT-Lancet,Dairy (Milk & Milkproducts),219478.77627795
Dutch Goal,EAT-Lancet,Cheese & Eggs,81922.34046700061
Dutch Goal,EAT-Lancet,Fish,32237.570601237487
Dutch Goal,EAT-Lancet,Plant Protein,195951.68278560002
Dutch Goal,EAT-Lancet,Staples,446472.77632013615
Dutch Goal,EAT-Lancet,Rice,56954.83840735164
Dutch Goal,EAT-Lancet,Veg & Fruit,365028.968792502
Dutch Goal,EAT-Lancet,Ultra-Processed,169559.55390392416
Dutch Goal,EAT-Lancet,Soups,36328.48739926875
Dutch Goal,EAT-Lancet,Beverages & Additions,14391.651152235001
Dutch Goal,EAT-Lancet,Fats (Butter),19447.011546879883
Dutch Goal,EAT-Lancet,Oils (Plant-based),59001.898846275
Dutch Goal,EAT-Lancet,Condiments,12641.195835009
Amsterdam Goal,EAT-Lancet,Red Meat,88971.16712989804
Amsterdam Goal,EAT-Lancet,Poultry,17580.708416765232
Amsterdam Goal,EAT-Lancet,Processed Meats,130952.328986972
Amsterdam Goal,EAT-Lancet,Dairy (Milk & Milkproducts),121932.65348775001
Amsterdam Goal,EAT-Lancet,Cheese & Eggs,71227.51944683443
Amsterdam Goal,EAT-Lancet,Fish,40296.963251546855
Amsterdam Goal,EAT-Lancet,Plant Protein,228397.48356096
Amsterdam Goal,EAT-Lancet,Staples,439748.76451159467
Amsterdam Goal,EAT-Lancet,Rice,71193.54800918956
Amsterdam Goal,EAT-Lancet,Veg & Fruit,384729.45223335
Amsterdam Goal,EAT-Lancet,Ultra-Processed,135036.16119143774
Amsterdam Goal,EAT-Lancet,Soups,43594.18487912249
Amsterdam Goal,EAT-Lancet,Beverages & Additions,11289.287469369
Amsterdam Goal,EAT-Lancet,Fats (Butter),13076.954380551986
Amsterdam Goal,EAT-Lancet,Oils (Plant-based),53638.089860249995
Amsterdam Goal,EAT-Lancet,Condiments,11383.842614266501
Schijf van Vijf (50-50),EAT-Lancet,Red Meat,186143.20684855804
Schijf van Vijf (50-50),EAT-Lancet,Poultry,43951.77104191308
Schijf van Vijf (50-50),EAT-Lancet,Processed Meats,261904.657973944
Schijf van Vijf (50-50),EAT-Lancet,Dairy (Milk & Milkproducts),304831.63371937495
Schijf van Vijf (50-50),EAT-Lancet,Cheese & Eggs,102099.90660922337
Schijf van Vijf (50-50),EAT-Lancet,Fish,67161.60541924476
Schijf van Vijf (50-50),EAT-Lancet,Plant Protein,112070.61155808001
Schijf van Vijf (50-50),EAT-Lancet,Staples,420404.7796547698
Schijf van Vijf (50-50),EAT-Lancet,Rice,56954.83840735164
Schijf van Vijf (50-50),EAT-Lancet,Veg & Fruit,384729.45223335
Schijf van Vijf (50-50),EAT-Lancet,Ultra-Processed,186830.60327286125
Schijf van Vijf (50-50),EAT-Lancet,Soups,36328.48739926875
Schijf van Vijf (50-50),EAT-Lancet,Beverages & Additions,14391.651152235001
Schijf van Vijf (50-50),EAT-Lancet,Fats (Butter),21459.507907485677
Schijf van Vijf (50-50),EAT-Lancet,Oils (Plant-based),67047.6123253125
Schijf van Vijf (50-50),EAT-Lancet,Condiments,13207.537669515
Mediterranean Diet,EAT-Lancet,Red Meat,240764.33847298083
Mediterranean Diet,EAT-Lancet,Poultry,35161.416833530464
Mediterranean Diet,EAT-Lancet,Processed Meats,130952.328986972
Mediterranean Diet,EAT-Lancet,Dairy (Milk & Milkproducts),243865.30697550002
Mediterranean Diet,EAT-Lancet,Cheese & Eggs,98306.80856040074
Mediterranean Diet,EAT-Lancet,Fish,94026.24758694267
Mediterranean Diet,EAT-Lancet,Plant Protein,140783.999328
Mediterranean Diet,EAT-Lancet,Staples,423062.5611592065
Mediterranean Diet,EAT-Lancet,Rice,64074.19320827061
Mediterranean Diet,EAT-Lancet,Veg & Fruit,447828.00175774505
Mediterranean Diet,EAT-Lancet,Ultra-Processed,120475.57302615998
Mediterranean Diet,EAT-Lancet,Soups,43594.18487912249
Mediterranean Diet,EAT-Lancet,Beverages & Additions,18897.353014449
Mediterranean Diet,EAT-Lancet,Fats (Butter),14083.202560854883
Mediterranean Diet,EAT-Lancet,Oils (Plant-based),80457.134790375
Mediterranean Diet,EAT-Lancet,Condiments,11383.842614266501
Monitor 2024,Schijf van Vijf (50-50),Red Meat,238829.66300226905
Monitor 2024,Schijf van Vijf (50-50),Poultry,43951.77104191308
Monitor 2024,Schijf van Vijf (50-50),Processed Meats,392856.98696091597
Monitor 2024,Schijf van Vijf (50-50),Dairy (Milk & Milkproducts),268251.83767305
Monitor 2024,Schijf van Vijf (50-50),Cheese & Eggs,127967.1198246801
Monitor 2024,Schijf van Vijf (50-50),Fish,59102.21276893539
Monitor 2024,Schijf van Vijf (50-50),Plant Protein,75990.61917216
Monitor 2024,Schijf van Vijf (50-50),Staples,373153.9759721682
Monitor 2024,Schijf van Vijf (50-50),Rice,42716.12880551373
Monitor 2024,Schijf van Vijf (50-50),Veg & Fruit,257997.08921327774
Monitor 2024,Schijf van Vijf (50-50),Ultra-Processed,250456.4662905154
Monitor 2024,Schijf van Vijf (50-50),Soups,29062.789919414998
Monitor 2024,Schijf van Vijf (50-50),Beverages & Additions,16927.673000594998
Monitor 2024,Schijf van Vijf (50-50),Fats (Butter),33530.21410773477
Monitor 2024,Schijf van Vijf (50-50),Oils (Plant-based),67047.6123253125
Monitor 2024,Schijf van Vijf (50-50),Condiments,15376.73841788175
Amsterdam Theoretical,Schijf van Vijf (50-50),Red Meat,309310.3525819597
Amsterdam Theoretical,Schijf van Vijf (50-50),Poultry,49225.983566942654
Amsterdam Theoretical,Schijf van Vijf (50-50),Processed Meats,458333.1514544021
Amsterdam Theoretical,Schijf van Vijf (50-50),Dairy (Milk & Milkproducts),317024.89906814997
Amsterdam Theoretical,Schijf van Vijf (50-50),Cheese & Eggs,132972.29377161228
Amsterdam Theoretical,Schijf van Vijf (50-50),Fish,26864.6421676979
Amsterdam Theoretical,Schijf van Vijf (50-50),Plant Protein,50898.326826815995
Amsterdam Theoretical,Schijf van Vijf (50-50),Staples,368959.4135081473
Amsterdam Theoretical,Schijf van Vijf (50-50),Rice,35596.77400459478
Amsterdam Theoretical,Schijf van Vijf (50-50),Veg & Fruit,237761.34180114753
Amsterdam Theoretical,Schijf van Vijf (50-50),Ultra-Processed,282269.39779934246
Amsterdam Theoretical,Schijf van Vijf (50-50),Soups,36328.48739926875
Amsterdam Theoretical,Schijf van Vijf (50-50),Beverages & Additions,19746.865766208
Amsterdam Theoretical,Schijf van Vijf (50-50),Fats (Butter),41912.76763466845
Amsterdam Theoretical,Schijf van Vijf (50-50),Oils (Plant-based),80457.134790375
Amsterdam Theoretical,Schijf van Vijf (50-50),Condiments,18678.622835260496
Metropolitan,Schijf van Vijf (50-50),Red Meat,663802.5328530963
Metropolitan,Schijf van Vijf (50-50),Poultry,105484.2505005914
Metropolitan,Schijf van Vijf (50-50),Processed Meats,785713.9739218319
Metropolitan,Schijf van Vijf (50-50),Dairy (Milk & Milkproducts),243865.30697550002
Metropolitan,Schijf van Vijf (50-50),Cheese & Eggs,163844.68093400123
Metropolitan,Schijf van Vijf (50-50),Fish,40296.963251546855
Metropolitan,Schijf van Vijf (50-50),Plant Protein,22787.363612160003
Metropolitan,Schijf van Vijf (50-50),Staples,358451.7374050731
Metropolitan,Schijf van Vijf (50-50),Rice,28477.41920367582
Metropolitan,Schijf van Vijf (50-50),Veg & Fruit,177589.363536039
Metropolitan,Schijf van Vijf (50-50),Ultra-Processed,536111.5161778267
Metropolitan,Schijf van Vijf (50-50),Soups,21797.092439561246
Metropolitan,Schijf van Vijf (50-50),Beverages & Additions,25951.59313194
Metropolitan,Schijf van Vijf (50-50),Fats (Butter),73763.05346630795
Metropolitan,Schijf van Vijf (50-50),Oils (Plant-based),107276.17972049999
Metropolitan,Schijf van Vijf (50-50),Condiments,23928.87185961825
Metabolic Balance,Schijf van Vijf (50-50),Red Meat,971720.3971866004
Metabolic Balance,Schijf van Vijf (50-50),Poultry,140645.66733412186
Metabolic Balance,Schijf van Vijf (50-50),Processed Meats,196428.49348045798
Metabolic Balance,Schijf van Vijf (50-50),Dairy (Milk & Milkproducts),60966.326743875004
Metabolic Balance,Schijf van Vijf (50-50),Cheese & Eggs,201775.66142222763
Metabolic Balance,Schijf van Vijf (50-50),Fish,107458.5686707916
Metabolic Balance,Schijf van Vijf (50-50),Plant Protein,49110.69744
Metabolic Balance,Schijf van Vijf (50-50),Staples,87303.21729950538
Metabolic Balance,Schijf van Vijf (50-50),Rice,14238.70960183791
Metabolic Balance,Schijf van Vijf (50-50),Veg & Fruit,266241.53901985503
Metabolic Balance,Schijf van Vijf (50-50),Ultra-Processed,42307.82786861583
Metabolic Balance,Schijf van Vijf (50-50),Soups,43594.18487912249
Metabolic Balance,Schijf van Vijf (50-50),Beverages & Additions,15807.505738499998
Metabolic Balance,Schijf van Vijf (50-50),Fats (Butter),97567.62581890993
Metabolic Balance,Schijf van Vijf (50-50),Oils (Plant-based),93866.6572554375
Metabolic Balance,Schijf van Vijf (50-50),Condiments,11950.184448772501
Dutch Goal,Schijf van Vijf (50-50),Red Meat,186143.20684855804
Dutch Goal,Schijf van Vijf (50-50),Poultry,31645.27515017742
Dutch Goal,Schijf van Vijf (50-50),Processed Meats,196428.49348045798
Dutch Goal,Schijf van Vijf (50-50),Dairy (Milk & Milkproducts),219478.77627795
Dutch Goal,Schijf van Vijf (50-50),Cheese & Eggs,81922.34046700061
Dutch Goal,Schijf van Vijf (50-50),Fish,32237.570601237487
Dutch Goal,Schijf van Vijf (50-50),Plant Protein,195951.68278560002
Dutch Goal,Schijf van Vijf (50-50),Staples,446472.77632013615
Dutch Goal,Schijf van Vijf (50-50),Rice,56954.83840735164
Dutch Goal,Schijf van Vijf (50-50),Veg & Fruit,365028.968792502
Dutch Goal,Schijf van Vijf (50-50),Ultra-Processed,169559.55390392416
Dutch Goal,Schijf van Vijf (50-50),Soups,36328.48739926875
Dutch Goal,Schijf van Vijf (50-50),Beverages & Additions,14391.651152235001
Dutch Goal,Schijf van Vijf (50-50),Fats (Butter),19447.011546879883
Dutch Goal,Schijf van Vijf (50-50),Oils (Plant-based),59001.898846275
Dutch Goal,Schijf van Vijf (50-50),Condiments,12641.195835009
Amsterdam Goal,Schijf van Vijf (50-50),Red Meat,88971.16712989804
Amsterdam Goal,Schijf van Vijf (50-50),Poultry,17580.708416765232
Amsterdam Goal,Schijf van Vijf (50-50),Processed Meats,130952.328986972
Amsterdam Goal,Schijf van Vijf (50-50),Dairy (Milk & Milkproducts),121932.65348775001
Amsterdam Goal,Schijf van Vijf (50-50),Cheese & Eggs,71227.51944683443
Amsterdam Goal,Schijf van Vijf (50-50),Fish,40296.963251546855
Amsterdam Goal,Schijf van Vijf (50-50),Plant Protein,228397.48356096
Amsterdam Goal,Schijf van Vijf (50-50),Staples,439748.76451159467
Amsterdam Goal,Schijf van Vijf (50-50),Rice,71193.54800918956
Amsterdam Goal,Schijf van Vijf (50-50),Veg & Fruit,384729.45223335
Amsterdam Goal,Schijf van Vijf (50-50),Ultra-Processed,135036.16119143774
Amsterdam Goal,Schijf van Vijf (50-50),Soups,43594.18487912249
Amsterdam Goal,Schijf van Vijf (50-50),Beverages & Additions,11289.287469369
Amsterdam Goal,Schijf van Vijf (50-50),Fats (Butter),13076.954380551986
Amsterdam Goal,Schijf van Vijf (50-50),Oils (Plant-based),53638.089860249995
Amsterdam Goal,Schijf van Vijf (50-50),Condiments,11383.842614266501
EAT-Lancet,Schijf van Vijf (50-50),Red Meat,124559.63398185725
EAT-Lancet,Schijf van Vijf (50-50),Poultry,50984.05440861918
EAT-Lancet,Schijf van Vijf (50-50),Processed Meats,0.0
EAT-Lancet,Schijf van Vijf (50-50),Dairy (Milk & Milkproducts),304831.63371937495
EAT-Lancet,Schijf van Vijf (50-50),Cheese & Eggs,24655.137317347137
EAT-Lancet,Schijf van Vijf (50-50),Fish,75220.99806955413
EAT-Lancet,Schijf van Vijf (50-50),Plant Protein,180399.9619296
EAT-Lancet,Schijf van Vijf (50-50),Staples,381888.410491585
EAT-Lancet,Schijf van Vijf (50-50),Rice,85432.25761102745
EAT-Lancet,Schijf van Vijf (50-50),Veg & Fruit,433980.66083547
EAT-Lancet,Schijf van Vijf (50-50),Ultra-Processed,115017.23856806582
EAT-Lancet,Schijf van Vijf (50-50),Soups,29062.789919414998
EAT-Lancet,Schijf van Vijf (50-50),Beverages & Additions,8470.094703756
EAT-Lancet,Schijf van Vijf (50-50),Fats (Butter),5700.649033921191
EAT-Lancet,Schijf van Vijf (50-50),Oils (Plant-based),48274.280874225
EAT-Lancet,Schijf van Vijf (50-50),Condiments,10126.489393524
Mediterranean Diet,Schijf van Vijf (50-50),Red Meat,240764.33847298083
Mediterranean Diet,Schijf van Vijf (50-50),Poultry,35161.416833530464
Mediterranean Diet,Schijf van Vijf (50-50),Processed Meats,130952.328986972
Mediterranean Diet,Schijf van Vijf (50-50),Dairy (Milk & Milkproducts),243865.30697550002
Mediterranean Diet,Schijf van Vijf (50-50),Cheese & Eggs,98306.80856040074
Mediterranean Diet,Schijf van Vijf (50-50),Fish,94026.24758694267
Mediterranean Diet,Schijf van Vijf (50-50),Plant Protein,140783.999328
Mediterranean Diet,Schijf van Vijf (50-50),Staples,423062.5611592065
Mediterranean Diet,Schijf van Vijf (50-50),Rice,64074.19320827061
Mediterranean Diet,Schijf van Vijf (50-50),Veg & Fruit,447828.00175774505
Mediterranean Diet,Schijf van Vijf (50-50),Ultra-Processed,120475.57302615998
Mediterranean Diet,Schijf van Vijf (50-50),Soups,43594.18487912249
Mediterranean Diet,Schijf van Vijf (50-50),Beverages & Additions,18897.353014449
Mediterranean Diet,Schijf van Vijf (50-50),Fats (Butter),14083.202560854883
Mediterranean Diet,Schijf van Vijf (50-50),Oils (Plant-based),80457.134790375
Mediterranean Diet,Schijf van Vijf (50-50),Condiments,11383.842614266501
Monitor 2024,Mediterranean Diet,Red Meat,238829.66300226905
Monitor 2024,Mediterranean Diet,Poultry,43951.77104191308
Monitor 2024,Mediterranean Diet,Processed Meats,392856.98696091597
Monitor 2024,Mediterranean Diet,Dairy (Milk & Milkproducts),268251.83767305
Monitor 2024,Mediterranean Diet,Cheese & Eggs,127967.1198246801
Monitor 2024,Mediterranean Diet,Fish,59102.21276893539
Monitor 2024,Mediterranean Diet,Plant Protein,75990.61917216
Monitor 2024,Mediterranean Diet,Staples,373153.9759721682
Monitor 2024,Mediterranean Diet,Rice,42716.12880551373
Monitor 2024,Mediterranean Diet,Veg & Fruit,257997.08921327774
Monitor 2024,Mediterranean Diet,Ultra-Processed,250456.4662905154
Monitor 2024,Mediterranean Diet,Soups,29062.789919414998
Monitor 2024,Mediterranean Diet,Beverages & Additions,16927.673000594998
Monitor 2024,Mediterranean Diet,Fats (Butter),33530.21410773477
Monitor 2024,Mediterranean Diet,Oils (Plant-based),67047.6123253125
Monitor 2024,Mediterranean Diet,Condiments,15376.73841788175
Amsterdam Theoretical,Mediterranean Diet,Red Meat,309310.3525819597
Amsterdam Theoretical,Mediterranean Diet,Poultry,49225.983566942654
Amsterdam Theoretical,Mediterranean Diet,Processed Meats,458333.1514544021
Amsterdam Theoretical,Mediterranean Diet,Dairy (Milk & Milkproducts),317024.89906814997
Amsterdam Theoretical,Mediterranean Diet,Cheese & Eggs,132972.29377161228
Amsterdam Theoretical,Mediterranean Diet,Fish,26864.6421676979
Amsterdam Theoretical,Mediterranean Diet,Plant Protein,50898.326826815995
Amsterdam Theoretical,Mediterranean Diet,Staples,368959.4135081473
Amsterdam Theoretical,Mediterranean Diet,Rice,35596.77400459478
Amsterdam Theoretical,Mediterranean Diet,Veg & Fruit,237761.34180114753
Amsterdam Theoretical,Mediterranean Diet,Ultra-Processed,282269.39779934246
Amsterdam Theoretical,Mediterranean Diet,Soups,36328.48739926875
Amsterdam Theoretical,Mediterranean Diet,Beverages & Additions,19746.865766208
Amsterdam Theoretical,Mediterranean Diet,Fats (Butter),41912.76763466845
Amsterdam Theoretical,Mediterranean Diet,Oils (Plant-based),80457.134790375
Amsterdam Theoretical,Mediterranean Diet,Condiments,18678.622835260496
Metropolitan,Mediterranean Diet,Red Meat,663802.5328530963
Metropolitan,Mediterranean Diet,Poultry,105484.2505005914
Metropolitan,Mediterranean Diet,Processed Meats,785713.9739218319
Metropolitan,Mediterranean Diet,Dairy (Milk & Milkproducts),243865.30697550002
Metropolitan,Mediterranean Diet,Cheese & Eggs,163844.68093400123
Metropolitan,Mediterranean Diet,Fish,40296.963251546855
Metropolitan,Mediterranean Diet,Plant Protein,22787.363612160003
Metropolitan,Mediterranean Diet,Staples,358451.7374050731
Metropolitan,Mediterranean Diet,Rice,28477.41920367582
Metropolitan,Mediterranean Diet,Veg & Fruit,177589.363536039
Metropolitan,Mediterranean Diet,Ultra-Processed,536111.5161778267
Metropolitan,Mediterranean Diet,Soups,21797.092439561246
Metropolitan,Mediterranean Diet,Beverages & Additions,25951.59313194
Metropolitan,Mediterranean Diet,Fats (Butter),73763.05346630795
Metropolitan,Mediterranean Diet,Oils (Plant-based),107276.17972049999
Metropolitan,Mediterranean Diet,Condiments,23928.87185961825
Metabolic Balance,Mediterranean Diet,Red Meat,971720.3971866004
Metabolic Balance,Mediterranean Diet,Poultry,140645.66733412186
Metabolic Balance,Mediterranean Diet,Processed Meats,196428.49348045798
Metabolic Balance,Mediterranean Diet,Dairy (Milk & Milkproducts),60966.326743875004
Metabolic Balance,Mediterranean Diet,Cheese & Eggs,201775.66142222763
Metabolic Balance,Mediterranean Diet,Fish,107458.5686707916
Metabolic Balance,Mediterranean Diet,Plant Protein,49110.69744
Metabolic Balance,Mediterranean Diet,Staples,87303.21729950538
Metabolic Balance,Mediterranean Diet,Rice,14238.70960183791
Metabolic Balance,Mediterranean Diet,Veg & Fruit,266241.53901985503
Metabolic Balance,Mediterranean Diet,Ultra-Processed,42307.82786861583
Metabolic Balance,Mediterranean Diet,Soups,43594.18487912249
Metabolic Balance,Mediterranean Diet,Beverages & Additions,15807.505738499998
Metabolic Balance,Mediterranean Diet,Fats (Butter),97567.62581890993
Metabolic Balance,Mediterranean Diet,Oils (Plant-based),93866.6572554375
Metabolic Balance,Mediterranean Diet,Condiments,11950.184448772501
Dutch Goal,Mediterranean Diet,Red Meat,186143.20684855804
Dutch Goal,Mediterranean Diet,Poultry,31645.27515017742
Dutch Goal,Mediterranean Diet,Processed Meats,196428.49348045798
Dutch Goal,Mediterranean Diet,Dairy (Milk & Milkproducts),219478.77627795
Dutch Goal,Mediterranean Diet,Cheese & Eggs,81922.34046700061
Dutch Goal,Mediterranean Diet,Fish,32237.570601237487
Dutch Goal,Mediterranean Diet,Plant Protein,195951.68278560002
Dutch Goal,Mediterranean Diet,Staples,446472.77632013615
Dutch Goal,Mediterranean Diet,Rice,56954.83840735164
Dutch Goal,Mediterranean Diet,Veg & Fruit,365028.968792502
Dutch Goal,Mediterranean Diet,Ultra-Processed,169559.55390392416
Dutch Goal,Mediterranean Diet,Soups,36328.48739926875
Dutch Goal,Mediterranean Diet,Beverages & Additions,14391.651152235001
Dutch Goal,Mediterranean Diet,Fats (Butter),19447.011546879883
Dutch Goal,Mediterranean Diet,Oils (Plant-based),59001.898846275
Dutch Goal,Mediterranean Diet,Condiments,12641.195835009
Amsterdam Goal,Mediterranean Diet,Red Meat,88971.16712989804
Amsterdam Goal,Mediterranean Diet,Poultry,17580.708416765232
Amsterdam Goal,Mediterranean Diet,Processed Meats,130952.328986972
Amsterdam Goal,Mediterranean Diet,Dairy (Milk & Milkproducts),121932.65348775001
Amsterdam Goal,Mediterranean Diet,Cheese & Eggs,71227.51944683443
Amsterdam Goal,Mediterranean Diet,Fish,40296.963251546855
Amsterdam Goal,Mediterranean Diet,Plant Protein,228397.48356096
Amsterdam Goal,Mediterranean Diet,Staples,439748.76451159467
Amsterdam Goal,Mediterranean Diet,Rice,71193.54800918956
Amsterdam Goal,Mediterranean Diet,Veg & Fruit,384729.45223335
Amsterdam Goal,Mediterranean Diet,Ultra-Processed,135036.16119143774
Amsterdam Goal,Mediterranean Diet,Soups,43594.18487912249
Amsterdam Goal,Mediterranean Diet,Beverages & Additions,11289.287469369
Amsterdam Goal,Mediterranean Diet,Fats (Butter),13076.954380551986
Amsterdam Goal,Mediterranean Diet,Oils (Plant-based),53638.089860249995
Amsterdam Goal,Mediterranean Diet,Condiments,11383.842614266501
EAT-Lancet,Mediterranean Diet,Red Meat,124559.63398185725
EAT-Lancet,Mediterranean Diet,Poultry,50984.05440861918
EAT-Lancet,Mediterranean Diet,Processed Meats,0.0
EAT-Lancet,Mediterranean Diet,Dairy (Milk & Milkproducts),304831.63371937495
EAT-Lancet,Mediterranean Diet,Cheese & Eggs,24655.137317347137
EAT-Lancet,Mediterranean Diet,Fish,75220.99806955413
EAT-Lancet,Mediterranean Diet,Plant Protein,180399.9619296
EAT-Lancet,Mediterranean Diet,Staples,381888.410491585
EAT-Lancet,Mediterranean Diet,Rice,85432.25761102745
EAT-Lancet,Mediterranean Diet,Veg & Fruit,433980.66083547
EAT-Lancet,Mediterranean Diet,Ultra-Processed,115017.23856806582
EAT-Lancet,Mediterranean Diet,Soups,29062.789919414998
EAT-Lancet,Mediterranean Diet,Beverages & Additions,8470.094703756
EAT-Lancet,Mediterranean Diet,Fats (Butter),5700.649033921191
EAT-Lancet,Mediterranean Diet,Oils (Plant-based),48274.280874225
EAT-Lancet,Mediterranean Diet,Condiments,10126.489393524
Schijf van Vijf (50-50),Mediterranean Diet,Red Meat,186143.20684855804
Schijf van Vijf (50-50),Mediterranean Diet,Poultry,43951.77104191308
Schijf van Vijf (50-50),Mediterranean Diet,Processed Meats,261904.657973944
Schijf van Vijf (50-50),Mediterranean Diet,Dairy (Milk & Milkproducts),304831.63371937495
Schijf van Vijf (50-50),Mediterranean Diet,Cheese & Eggs,102099.90660922337
Schijf van Vijf (50-50),Mediterranean Diet,Fish,67161.60541924476
Schijf van Vijf (50-50),Mediterranean Diet,Plant Protein,112070.61155808001
Schijf van Vijf (50-50),Mediterranean Diet,Staples,420404.7796547698
Schijf van Vijf (50-50),Mediterranean Diet,Rice,56954.83840735164
Schijf van Vijf (50-50),Mediterranean Diet,Veg & Fruit,384729.45223335
Schijf van Vijf (50-50),Mediterranean Diet,Ultra-Processed,186830.60327286125
Schijf van Vijf (50-50),Mediterranean Diet,Soups,36328.48739926875
Schijf van Vijf (50-50),Mediterranean Diet,Beverages & Additions,14391.651152235001
Schijf van Vijf (50-50),Mediterranean Diet,Fats (Butter),21459.507907485677
Schijf van Vijf (50-50),Mediterranean Diet,Oils (Plant-based),67047.6123253125
Schijf van Vijf (50-50),Mediterranean Diet,Condiments,13207.537669515
