diet,co2_pct,land_pct,water_pct
Metropolitan,37.352838240931895,38.16256461491632,24.484597144151792
Monitor 2024,33.33333333333333,33.33333333333333,33.33333333333333
Schijf van Vijf (50-50),31.727459236321643,31.380674163718712,36.89186659995965
Mediterranean Diet,30.075956108351594,30.328532807540658,39.59551108410774
Dutch Goal,29.73573405701761,30.325359882220987,39.9389060607614
EAT-Lancet,27.12107243937793,27.92440091873651,44.954526641885565
Amsterdam Goal,27.959282565153742,29.275019495018284,42.76569793982798
