Diet,Category,Emissions_share_pct,Protein_share_pct
EAT-Lancet,Ultra-Processed,6.086615065858892,2.001078021829942
EAT-Lancet,Soups,1.6187911288634864,0.0
EAT-Lancet,Beverages & Additions,0.4440821640866882,0.7411400080851638
EAT-Lancet,Fats (Butter),0.31383294837737774,0.0
EAT-Lancet,Oils (Plant-based),2.5119172689260996,0.4851098234739253
EAT-Lancet,Condiments,0.5222307013421669,1.1036248484031799
Schijf van Vijf (50-50),Red Meat,25.846317848216206,13.203819973073971
Schijf van Vijf (50-50),Poultry,2.0788253554519374,4.529612340677177
Schijf van Vijf (50-50),Dairy (Milk & Milkproducts),13.365153679934433,0.0
Schijf van Vijf (50-50),Cheese & Eggs,4.583112066277727,0.0
Schijf van Vijf (50-50),Fish,2.94465888223946,6.291128250940524
Schijf van Vijf (50-50),Plant Protein,4.1390762277506195,8.681756986297923
Schijf van Vijf (50-50),Staples,16.489853697560925,50.693911446078744
Schijf van Vijf (50-50),Rice,2.250649782881752,3.070070586458976
Schijf van Vijf (50-50),Veg & Fruit,14.43672106748865,6.794418511015767
Schijf van Vijf (50-50),Ultra-Processed,7.700550371286613,3.7369301810586717
Schijf van Vijf (50-50),Soups,1.5366982865475272,0.0
Schijf van Vijf (50-50),Beverages & Additions,0.5769978240676541,1.1009474439145917
Schijf van Vijf (50-50),Fats (Butter),0.8828425735593004,0.0
Schijf van Vijf (50-50),Oils (Plant-based),2.6494798043922887,0.6291128250940524
Schijf van Vijf (50-50),Condiments,0.5190625323449426,1.2682914553896096
Mediterranean Diet,Red Meat,19.25706739058587,9.329662971505098
Mediterranean Diet,Poultry,1.821564198717899,3.5711628599062566
Mediterranean Diet,Dairy (Milk & Milkproducts),11.711174000202929,0.0
Mediterranean Diet,Cheese & Eggs,4.837765549973392,0.0
Mediterranean Diet,Fish,4.515434194940547,8.679909728938819
Mediterranean Diet,Plant Protein,5.60537028688127,11.407881358033874
Mediterranean Diet,Staples,18.19576438661136,50.448875331696556
Mediterranean Diet,Rice,2.773300520289874,3.403764600848151
Mediterranean Diet,Veg & Fruit,18.412854628512886,7.737519529796891
Mediterranean Diet,Ultra-Processed,5.40447905758163,2.2505765940034226
Mediterranean Diet,Soups,2.019790581973324,0.0
Mediterranean Diet,Beverages & Additions,0.8352595024814333,1.3329861369441758
Mediterranean Diet,Fats (Butter),0.638178845407837,0.0
Mediterranean Diet,Oils (Plant-based),3.482397555126421,0.7439922624804701
Mediterranean Diet,Condiments,0.4895993007133294,1.093668625846291
