base_diet,goal_diet,category,base_pct,goal_pct,delta_pct
3. Metropolitan (High Risk),6. Amsterdam Goal (70:30),Red Meat,7.955215085444903,1.3003901170351104,-6.654824968409792
3. Metropolitan (High Risk),6. Amsterdam Goal (70:30),Dairy (Milk & Milkproducts),11.785503830288745,6.501950585175553,-5.2835532451131915
3. Metropolitan (High Risk),6. Amsterdam Goal (70:30),Poultry,3.5356511490866236,0.6501950585175552,-2.8854560905690683
3. Metropolitan (High Risk),6. Amsterdam Goal (70:30),Cheese & Eggs,4.7142015321154975,2.2756827048114436,-2.438518827304054
3. Metropolitan (High Risk),7. EAT-Lancet (Planetary),Veg & Fruit,12.374779021803182,30.998140111593305,18.623361089790123
3. Metropolitan (High Risk),7. EAT-Lancet (Planetary),Ultra-Processed,21.21390689451974,2.7898326100433977,-18.424074284476344
3. Metropolitan (High Risk),7. EAT-Lancet (Planetary),Red Meat,7.955215085444903,0.8679479231246126,-7.08726716232029
3. Metropolitan (High Risk),7. EAT-Lancet (Planetary),Plant Protein,0.8839127872716559,7.749535027898326,6.865622240626671
3. Metropolitan (High Risk),7. EAT-Lancet (Planetary),Staples,24.749558043606363,29.262244265344084,4.51268622173772
3. Metropolitan (High Risk),7. EAT-Lancet (Planetary),Cheese & Eggs,4.7142015321154975,0.805951642901426,-3.908249889214072
3. Metropolitan (High Risk),7. EAT-Lancet (Planetary),Dairy (Milk & Milkproducts),11.785503830288745,15.499070055796652,3.7135662255079076
3. Metropolitan (High Risk),7. EAT-Lancet (Planetary),Rice,1.1785503830288746,3.7197768133911966,2.5412264303623218
3. Metropolitan (High Risk),5. Dutch Goal (60:40),Ultra-Processed,21.21390689451974,4.956629491945478,-16.257277402574264
3. Metropolitan (High Risk),5. Dutch Goal (60:40),Veg & Fruit,12.374779021803182,26.641883519206942,14.26710449740376
3. Metropolitan (High Risk),5. Dutch Goal (60:40),Staples,24.749558043606363,33.147459727385375,8.397901683779011
3. Metropolitan (High Risk),5. Dutch Goal (60:40),Plant Protein,0.8839127872716559,8.364312267657994,7.480399480386337
3. Metropolitan (High Risk),5. Dutch Goal (60:40),Red Meat,7.955215085444903,2.2304832713754648,-5.724731814069438
3. Metropolitan (High Risk),5. Dutch Goal (60:40),Poultry,3.5356511490866236,1.1152416356877324,-2.420409513398891
3. Metropolitan (High Risk),5. Dutch Goal (60:40),Cheese & Eggs,4.7142015321154975,2.478314745972739,-2.2358867861427587
3. Metropolitan (High Risk),5. Dutch Goal (60:40),Fats (Butter),2.357100766057749,0.6815365551425031,-1.6755642109152462
9. Mediterranean Diet,8. Schijf van 5 (Guideline),Veg & Fruit,30.642309958750737,26.595744680851062,-4.046565277899674
9. Mediterranean Diet,8. Schijf van 5 (Guideline),Dairy (Milk & Milkproducts),11.785503830288745,14.775413711583923,2.989909881295178
9. Mediterranean Diet,8. Schijf van 5 (Guideline),Ultra-Processed,2.946375957572186,5.319148936170213,2.3727729785980265
9. Mediterranean Diet,8. Schijf van 5 (Guideline),Plant Protein,5.892751915144372,4.432624113475177,-1.460127801669195
9. Mediterranean Diet,8. Schijf van 5 (Guideline),Red Meat,2.2392457277548616,3.1323877068557917,0.8931419791009301
9. Mediterranean Diet,8. Schijf van 5 (Guideline),Cheese & Eggs,2.828520919269299,3.5460992907801416,0.7175783715108426
9. Mediterranean Diet,8. Schijf van 5 (Guideline),Fish,2.0624631703005303,1.4775413711583925,-0.5849217991421378
9. Mediterranean Diet,8. Schijf van 5 (Guideline),Beverages & Additions,2.53388332351208,2.0685579196217496,-0.4653254038903305
9. Mediterranean Diet,6. Amsterdam Goal (70:30),Dairy (Milk & Milkproducts),11.785503830288745,6.501950585175553,-5.2835532451131915
9. Mediterranean Diet,6. Amsterdam Goal (70:30),Plant Protein,5.892751915144372,10.403120936280883,4.510369021136511
9. Mediterranean Diet,6. Amsterdam Goal (70:30),Staples,30.34767236299352,34.78543563068921,4.437763267695686
9. Mediterranean Diet,6. Amsterdam Goal (70:30),Veg & Fruit,30.642309958750737,29.258777633289988,-1.3835323254607488
9. Mediterranean Diet,6. Amsterdam Goal (70:30),Ultra-Processed,2.946375957572186,4.0962288686605985,1.1498529110884124
9. Mediterranean Diet,6. Amsterdam Goal (70:30),Fish,2.0624631703005303,0.975292587776333,-1.0871705825241973
9. Mediterranean Diet,6. Amsterdam Goal (70:30),Red Meat,2.2392457277548616,1.3003901170351104,-0.9388556107197512
9. Mediterranean Diet,6. Amsterdam Goal (70:30),Beverages & Additions,2.53388332351208,1.820546163849155,-0.7133371596629252
9. Mediterranean Diet,7. EAT-Lancet (Planetary),Dairy (Milk & Milkproducts),11.785503830288745,15.499070055796652,3.7135662255079076
9. Mediterranean Diet,7. EAT-Lancet (Planetary),Cheese & Eggs,2.828520919269299,0.805951642901426,-2.0225692763678733
9. Mediterranean Diet,7. EAT-Lancet (Planetary),Plant Protein,5.892751915144372,7.749535027898326,1.8567831127539538
9. Mediterranean Diet,7. EAT-Lancet (Planetary),Red Meat,2.2392457277548616,0.8679479231246126,-1.371297804630249
9. Mediterranean Diet,7. EAT-Lancet (Planetary),Beverages & Additions,2.53388332351208,1.3639181649101055,-1.1699651586019746
9. Mediterranean Diet,7. EAT-Lancet (Planetary),Staples,30.34767236299352,29.262244265344084,-1.0854280976494373
9. Mediterranean Diet,7. EAT-Lancet (Planetary),Rice,2.6517383618149677,3.7197768133911966,1.068038451576229
9. Mediterranean Diet,7. EAT-Lancet (Planetary),Oils (Plant-based),1.7678255745433118,1.115933044017359,-0.6518925305259529
9. Mediterranean Diet,5. Dutch Goal (60:40),Veg & Fruit,30.642309958750737,26.641883519206942,-4.000426439543794
9. Mediterranean Diet,5. Dutch Goal (60:40),Staples,30.34767236299352,33.147459727385375,2.799787364391854
9. Mediterranean Diet,5. Dutch Goal (60:40),Plant Protein,5.892751915144372,8.364312267657994,2.471560352513621
9. Mediterranean Diet,5. Dutch Goal (60:40),Ultra-Processed,2.946375957572186,4.956629491945478,2.0102535343732915
9. Mediterranean Diet,5. Dutch Goal (60:40),Fish,2.0624631703005303,0.7434944237918215,-1.3189687465087088
9. Mediterranean Diet,5. Dutch Goal (60:40),Dairy (Milk & Milkproducts),11.785503830288745,11.152416356877323,-0.6330874734114218
9. Mediterranean Diet,5. Dutch Goal (60:40),Oils (Plant-based),1.7678255745433118,1.3630731102850062,-0.4047524642583056
9. Mediterranean Diet,5. Dutch Goal (60:40),Beverages & Additions,2.53388332351208,2.1685254027261465,-0.36535792078593365
