Category,Scope1+2_kton,Scope3_kton,Total_kton,Mass_share_pct,Scope3_share_pct
Red Meat,762.6281714242956,467.1526963310942,1229.78086775539,4.8749198203976905,25.765812221662582
Staples,169.86971357218766,300.55762869999694,470.4273422721846,29.185375240538807,16.57725939225591
Dairy (Milk & Milkproducts),199.26606150029158,183.09252412605,382.3585856263416,14.111610006414368,10.098470227984054
Ultra-Processed,143.5937457748782,189.08954445865513,332.68329023353334,7.6972418216805645,10.42923595189605
Veg & Fruit,88.0190194323865,220.38085282306275,308.3998722554492,19.563822963438103,12.155108416765739
Cheese & Eggs,102.93709293291019,83.97542296125036,186.91251589416055,4.041051956382296,4.631665398160843
